codaz;lat;lon;nord;est;hsize
058BG027/1;45,75654823;9,89979704;5067406;1569978;0
058BG050/3;45,75915492;9,90138193;5067697;1570098;2
058BG053/2;45,74678541;9,91864699;5066420;1571460;9
058BG053/3;45,74678541;9,91864699;5066420;1571460;2
058BG053/7;45,74678541;9,91864699;5066420;1571460;18
058BG053/8;45,74678541;9,91864699;5066420;1571460;0
058BG056/1;45,74623409;9,89743312;5066258;1569807;0
058BG057/2;45,74615389;9,9132441;5066263;1571037;1
058BG072/1;45,74090361;9,8861711;5065738;1568941;55
059BG005/3;45,50215695;9,574833742;5038910;1544907;0
059BG006/1;45,48642237;9,573202282;5037161;1544792;186
059BG007/1;45,50923268;9,560132839;5039688;1543753;295
059BG009/1;45,49634576;9,56692919;5038260;1544294;23
059BG011/1;45,50061273;9,527319197;5038713;1541196;21
059BG013/1;45,50664789;9,560440052;5039401;1543779;12
059BG015/2;45,50028375;9,528391279;5038677;1541280;143
059BG016/1;45,50161381;9,570053932;5038847;1544534;103
059BG017/2;45,48766204;9,58259471;5037304;1545525;11
059BG018/1;45,49733369;9,554524324;5038363;1543324;32
059BG020/5;45,51105577;9,553583559;5039887;1543240;7
059BG023/2;45,4933843;9,568767991;5037932;1544440;5
059BG026/4;45,49500356;9,576143241;5038116;1545015;41
059BG032/1;45,50047394;9,530082582;5038699;1541412;8
059BG036/2;45,48800559;9,543914067;5037321;1542502;29
059BG037/4;45,49783405;9,575314554;5038430;1544948;12
059BG050/1;45,50040617;9,56126135;5038708;1543848;0
059BG067/1;45,49124219;9,565828654;5037773;1544215;1
060BG002/4;45,81706989;9,868127802;5074103;1567442;14
060BG006/1;45,81565942;9,873692122;5073951;1567876;55
060BG007/3;45,80388244;9,852802279;5072625;1566267;3
060BG014/1;45,81637037;9,877230065;5074033;1568150;0
060BG015/4;45,81541825;9,874627968;5073925;1567949;0
060BG017/1;45,84670221;9,859431619;5077388;1566731;7
060BG027/1;45,81538258;9,869864985;5073917;1567579;11
060BG028/1;45,80325731;9,854555748;5072557;1566404;100
060BG028/4;45,80325731;9,854555748;5072557;1566404;10
060BG028/7;45,80325731;9,854555748;5072557;1566404;2
060BG030/1;45,81703799;9,869955102;5074101;1567584;6
060BG031/2;45,82063758;9,868852588;5074500;1567494;6
060BG033/1;45,81226523;9,87617461;5073576;1568073;48
060BG035/4;45,8211006;9,861187634;5074545;1566898;1
060BG036/1;45,80526692;9,857829465;5072783;1566656;58
060BG041/1;45,80368677;9,857303348;5072607;1566617;11
060BG043/1;45,80478979;9,87211958;5072742;1567767;52
060BG044/1;45,82366003;9,867895453;5074835;1567416;11
060BG047/1;45,82105525;9,863619881;5074542;1567087;2
060BG057/3;45,82947975;9,87309708;5075486;1567813;0
060BG061/1;45,81674972;9,869989231;5074069;1567587;5
060BG062/2;45,8242442;9,870376229;5074902;1567608;0
060BG065/2;45,80200699;9,848411318;5072413;1565928;7
060BG068/4;45,82641599;9,871208239;5075144;1567670;1
060BG068/1;45,82641599;9,871208239;5075144;1567670;4
060BG069/1;45,84375804;9,858368954;5077060;1566652;28
060BG070/1;45,84435074;9,847689243;5077117;1565822;13
060BG074/4;45,81322374;9,87911133;5073685;1568300;2
060BG080/7;45,8215425;9,86702584;5074599;1567351;21
060BG084/4;45,81644664;9,871966751;5074037;1567741;0
060BG086/4;45,84641248;9,860856681;5077357;1566842;1
060BG093/1;45,83846539;9,85240295;5076467;1566195;0
060BG093/2;45,83846539;9,85240295;5076467;1566195;0
060BG094/1;45,81300567;9,87703569;5073659;1568139;0
060BG104/3;45,84714847;9,85633471;5077435;1566490;0
060BG105/3;45,84781272;9,86016993;5077512;1566787;1
060BG106/4;45,82691284;9,86978696;5075198;1567559;4
060BG110/5;45,84281184;9,87866261;5076972;1568229;15
060BG123/1;45,80356964;9,86079666;5072679;1566892;2
060BG124/1;45,80973226;9,86591085;5073368;1567282;85
061BG002/1;45,96788497;9,614784831;5090677;1547631;0
062BG004/3;45,64215448;9,888777688;5054687;1569262;6
062BG005/1;45,60874534;9,883890046;5050971;1568922;33
062BG006/1;45,61945345;9,890060977;5052166;1569390;367
062BG008/1;45,63853461;9,88897711;5054285;1569282;89
062BG009/1;45,6333234;9,892410096;5053709;1569556;152
062BG012/1;45,62764567;9,888715278;5053075;1569275;0
062BG015/5;45,65105955;9,911223443;5055696;1571000;2
062BG016/1;45,63090749;9,891730322;5053440;1569506;0
062BG018/1;45,64597442;9,894086572;5055116;1569671;1
062BG019/1;45,62481118;9,889773702;5052761;1569361;4
062BG020/2;45,64595301;9,896819566;5055116;1569884;0
062BG029/1;45,65180791;9,916689976;5055784;1571425;4
062BG046/1;45,64571329;9,90799797;5055181;1570759;3
063BG002/2;45,5566534;9,630314418;5044997;1549194;100
063BG004/1;45,55502221;9,624120901;5044812;1548712;9
064BG001/1;45,91268805;10,01692932;5084863;1578867;2
064BG003/1;45,91924268;10,01868672;5085593;1578994;6
064BG004/1;45,9076507;10,03665354;5084323;1580404;4
064BG007/1;45,90415028;10,02659716;5083924;1579629;15
064BG008/3;45,90788745;10,02750484;5084422;1579697;3
064BG011/1;45,91093827;10,06050881;5084795;1582253;6
064BG012/1;45,92051336;10,04345686;5085759;1580913;15
064BG025/4;45,91914393;10,04417218;5085690;1580974;1
064BG036/6;45,92057257;10,05130442;5085856;1581525;3
064BG045/4;45,91931373;10,04865705;5085631;1581318;0
064BG052/2;45,92443683;10,07462418;5086227;1583324;1
064BG059/2;45,9076773;10,02824263;5084399;1579755;1
064BG065/2;45,91870841;10,05282373;5085568;1581642;3
064BG066/1;45,91369912;10,02766282;5084986;1579698;1
064BG071/3;45,92024473;10,04724316;5085733;1581207;14
064BG075/1;45,92299813;10,06485971;5086057;1582569;0
064BG076/4;45,90027101;10,02324379;5083572;1579377;2
064BG076/5;45,90027101;10,02324379;5083572;1579377;0
064BG080/1;45,9156048;10,03847095;5085291;1580537;0
064BG082/8;45,8966329;10,01877614;5083081;1579033;2
064BG089/5;45,91988431;10,05218828;5085698;1581591;1
064BG105/2;45,90229098;10,02177339;5083795;1579261;0
064BG110/3;45,91378649;10,04146711;5085092;1580772;0
064BG122/2;45,90132591;10,03076828;5083696;1579960;3
065BG002/1;45,80696488;10,05994508;5073160;1582359;0
065BG003/1;45,80678395;10,05810131;5073138;1582216;0
065BG006/1;45,80672506;10,06057113;5073134;1582408;1
066BG005/1;45,63506748;9,759389999;5053796;1559186;2
066BG007/1;45,63201921;9,746634963;5053448;1558195;1
066BG011/6;45,63077856;9,76450961;5053405;1559593;7
067BG001/3;45,81481397;9,885314554;5073867;1568780;318
067BG005/1;45,81627434;9,880356362;5074025;1568393;1
067BG006/1;45,81697061;9,882272352;5074104;1568541;8
067BG021/3;45,81811672;9,881878535;5074231;1568509;11
067BG029/1;45,81823148;9,88333489;5074245;1568622;0
067BG036/1;45,80918859;9,88633963;5073325;1568870;0
068BG002/2;45,71228018;9,811169852;5062414;1563135;0
068BG007/4;45,72048755;9,826425359;5063338;1564313;2
068BG008/10;45,71451199;9,815018043;5062665;1563432;1
068BG010/2;45,70911149;9,822570721;5062071;1564026;11
068BG012/2;45,71313021;9,828192782;5062522;1564459;0
068BG018/4;45,71467866;9,80674618;5062677;1562788;14
068BG023/5;45,71375265;9,82924266;5062592;1564540;0
068BG028/2;45,71738338;9,834949841;5063000;1564980;1
068BG029/1;45,71679179;9,828426717;5062929;1564473;1
068BG030/1;45,71806379;9,83298121;5063074;1564826;0
068BG038/5;45,72039319;9,820783003;5063323;1563874;0
068BG047/1;45,71472872;9,81238729;5062687;1563227;0
068BG065/1;45,71409535;9,83666819;5062718;1565121;2
068BG069/1;45,71862076;9,81828463;5063206;1563685;0
069BG003/5;45,70935523;9,803483576;5062083;1562540;7
069BG009/1;45,70730843;9,79628588;5061850;1561982;0
069BG009/2;45,70730843;9,79628588;5061850;1561982;2
069BG017/1;45,70446559;9,82028028;5061553;1563853;0
069BG026/1;45,70276956;9,813267522;5061359;1563309;0
069BG032/9;45,70680501;9,805194184;5061801;1562676;8
069BG047/3;45,69365158;9,81834989;5060350;1563715;0
069BG050/3;45,7077135;9,79886096;5061897;1562182;4
069BG054/1;45,69779161;9,83101759;5060902;1564700;14
069BG065/2;45,70781244;9,811844436;5062000;1563195;2
069BG069/2;45,6972853;9,82137704;5060838;1563950;0
069BG069/1;45,6972853;9,82137704;5060838;1563950;0
069BG073/1;45,69359494;9,818355383;5060425;1563718;0
070BG001/1;45,77138138;9,82832083;5068994;1564402;0
070BG003/7;45,77272059;9,859066996;5069168;1566791;11
070BG009/1;45,78385261;9,841137978;5070390;1565384;1
070BG011/9;45,78950972;9,836810157;5071015;1565041;0
070BG015/1;45,78420254;9,8351485;5070424;1564918;0
070BG016/3;45,7697377;9,82160884;5068806;1563882;8
070BG017/1;45,78319874;9,827132113;5070306;1564296;19
070BG019/2;45,77540677;9,824290199;5069438;1564084;6
070BG022/6;45,77384525;9,859122838;5069293;1566794;22
070BG024/2;45,78165776;9,866279163;5070167;1567341;28
070BG024/11;45,78165776;9,866279163;5070167;1567341;4
070BG028/1;45,77727188;9,864243306;5069678;1567188;4
070BG035/1;45,77742571;9,873609712;5069703;1567916;6
070BG038/1;45,77651669;9,878303192;5069606;1568282;4
070BG043/1;45,78239963;9,834298317;5070223;1564854;0
070BG044/1;45,78252985;9,833721384;5070237;1564809;3
070BG046/2;45,78597306;9,82932151;5070616;1564463;0
070BG051/1;45,77724552;9,865349086;5069676;1567274;0
070BG055/1;45,77807727;9,864860293;5069768;1567235;0
070BG057/6;45,76878277;9,860871384;5068732;1566936;1
070BG064/4;45,79099843;9,847318048;5071189;1565856;0
070BG067/2;45,77337957;9,857610867;5069240;1566677;0
070BG069/4;45,77619949;9,829176719;5069530;1564463;0
070BG070/1;45,77859328;9,8464228;5069810;1565801;0
070BG090/3;45,77377287;9,85917317;5069285;1566798;0
070BG093/3;45,79177134;9,83892827;5071268;1565203;1
070BG104/4;45,78709589;9,843256285;5070834;1565548;9
070BG104/8;45,78709589;9,843256285;5070834;1565548;2
070BG104/1;45,78709589;9,843256285;5070834;1565548;73
070BG116/1;45,7801748;9,844828741;5070066;1565678;3
070BG123/2;45,78201071;9,838274219;5070265;1565166;0
071BG002/1;45,87068903;9,98123445;5080162;1576156;9
071BG004/2;45,85050532;10,00354764;5077941;1577916;42
071BG004/3;45,85050532;10,00354764;5077941;1577916;100
071BG006/1;45,85659267;9,994962446;5078609;1577241;34
071BG008/1;45,85608428;9,99959048;5078557;1577601;2
071BG012/1;45,84487558;10,0091644;5077321;1578360;18
071BG015/1;45,8646086;9,995363015;5079500;1577261;2
071BG016/4;45,85878973;9,99692095;5078855;1577390;1
071BG017/6;45,87303436;9,98167513;5080423;1576187;28
071BG020/1;45,87478444;9,99371488;5080629;1577119;1
071BG023/4;45,86913194;9,987507265;5079995;1576645;29
071BG031/1;45,8680465;9,99332432;5079880;1577098;0
071BG042/8;45,85689312;9,99456849;5078642;1577210;3
071BG047/1;45,85087041;9,99576204;5077974;1577311;129
071BG050/1;45,86853072;9,9924955;5079933;1577033;56
071BG050/6;45,86853072;9,9924955;5079933;1577033;4
071BG066/1;45,87179461;9,99313559;5080378;1577081;60
071BG068/1;45,85971103;9,986178406;5079029;1576558;8
071BG069/1;45,85798056;9,99364574;5078844;1577140;10
071BG073/1;45,85225696;10,00292082;5078217;1577868;1
072BG006/6;45,67582881;9,533942198;5058183;1541584;25
072BG009/1;45,66087302;9,52738221;5056518;1541084;2
072BG011/1;45,67918694;9,520081084;5058549;1540502;81
072BG012/1;45,67641623;9,535360123;5058249;1541694;43
072BG016/1;45,66305675;9,53778737;5056766;1541893;1
072BG019/1;45,66806986;9,52624298;5057317;1540990;1
072BG025/1;45,66058467;9,53903448;5056492;1541992;545
073BG002/4;45,64787491;9,83955721;5055363;1565423;18
073BG002/5;45,64787491;9,83955721;5055363;1565423;18
073BG002/7;45,64787491;9,83955721;5055363;1565423;4
073BG006/7;45,64909983;9,851362974;5055427;1566338;1
073BG006/8;45,64909983;9,851362974;5055427;1566338;0
073BG008/1;45,64842502;9,83941143;5055424;1565411;1
073BG009/4;45,6417757;9,835161288;5054600;1565084;6
073BG010/1;45,64733981;9,85201647;5055232;1566391;1
073BG011/4;45,65372326;9,858979563;5055947;1566926;5
073BG012/1;45,6598856;9,861794901;5056634;1567138;2
073BG014/1;45,65813751;9,870367777;5056447;1567808;2
073BG017/1;45,63743201;9,848107035;5054128;1566098;0
073BG018/1;45,65213822;9,851883834;5055765;1566375;2
073BG020/10;45,63730679;9,840689074;5054108;1565520;5
073BG022/1;45,65520532;9,85938725;5056112;1566956;0
073BG024/1;45,65330595;9,855815967;5055898;1566680;2
073BG026/1;45,65041467;9,84300882;5055648;1565689;2
073BG039/1;45,64932714;9,85731425;5055539;1566805;0
073BG045/3;45,65927764;9,8626516;5056649;1567209;2
074BG003/2;45,76192388;9,465052789;5067715;1536163;0
074BG017/4;45,75473266;9,475934812;5066921;1537014;3
074BG019/2;45,75121226;9,476213487;5066530;1537038;2
074BG020/1;45,75489289;9,47636047;5066939;1537047;5
074BG025/1;45,75478907;9,468812262;5066924;1536460;0
074BG026/3;45,73702784;9,471735759;5064952;1536699;7
074BG028/1;45,7553091;9,475836846;5066985;1537006;3
074BG031/1;45,75632766;9,471126677;5067096;1536639;3
074BG032/1;45,75519917;9,476298784;5066973;1537042;2
074BG045/1;45,75441721;9,469503451;5066883;1536514;0
074BG062/1;45,75493865;9,478291669;5067026;1537200;3
075BG001/1;45,58329338;9,609218519;5047944;1547525;80
075BG005/1;45,58728993;9,605800534;5048386;1547255;0
075BG007/2;45,58681571;9,600142236;5048330;1546814;4
075BG008/1;45,58706709;9,601978045;5048359;1546957;2
075BG012/1;45,58984333;9,599507843;5048666;1546762;1
075BG013/4;45,58646007;9,599305217;5048290;1546749;7
075BG016/1;45,58602153;9,600543986;5048242;1546846;0
075BG017/1;45,58629785;9,597624212;5048271;1546618;5
075BG021/1;45,5863178;9,60068815;5048275;1546857;4
075BG034/1;45,59139299;9,593227862;5048916;1546274;2
076BG003/1;45,54872211;9,821869381;5044251;1564154;281
076BG004/1;45,53685739;9,845518979;5042952;1566014;128
076BG007/4;45,5441074;9,826477597;5043742;1564519;0
076BG007/5;45,5441074;9,826477597;5043742;1564519;15
076BG007/6;45,5441074;9,826477597;5043742;1564519;0
076BG009/1;45,55729348;9,826516998;5045207;1564507;3
076BG010/1;45,55753046;9,827353276;5045234;1564572;0
076BG012/2;45,54757184;9,8328053;5044132;1565009;4
076BG012/12;45,54757184;9,8328053;5044132;1565009;351
076BG013/2;45,54872558;9,825136084;5044254;1564409;5
076BG014/1;45,5606437;9,817494402;5045572;1563799;20
076BG016/6;45,53841172;9,84711765;5043126;1566137;1
076BG017/1;45,54587166;9,835137206;5043945;1565193;49
076BG020/1;45,54492142;9,832138523;5043837;1564960;216
076BG021/4;45,5501738;9,815228944;5044407;1563634;400
076BG025/2;45,53990278;9,843886692;5043289;1565883;1
076BG026/1;45,54772899;9,833473748;5044150;1565061;41
076BG027/1;45,55950915;9,817554838;5045446;1563805;32
076BG029/3;45,53641895;9,845166607;5042903;1565987;121
076BG038/1;45,55338531;9,835427771;5044780;1565207;0
076BG040/1;45,54500732;9,805060385;5043825;1562846;530
077BG002/1;45,87362144;9,955941495;5080464;1574189;91
077BG009/1;45,88599243;9,92809697;5081813;1572012;66
077BG013/4;45,87656962;9,92357198;5080762;1571673;43
077BG013/9;45,87656962;9,92357198;5080762;1571673;118
077BG016/5;45,87562868;9,95592435;5080687;1574185;4
077BG021/6;45,87743465;9,920370956;5080937;1571426;49
077BG023/1;45,87764725;9,963136333;5080918;1574742;43
077BG026/1;45,88063708;9,95186778;5081322;1573867;6
077BG031/7;45,87825912;9,943727787;5080968;1573235;60
077BG044/9;45,88658614;9,92591591;5081877;1571842;2
077BG059/4;45,88943915;9,934779036;5082202;1572526;2
077BG062/1;45,87398179;9,95127741;5080582;1573830;14
077BG068/1;45,88918973;9,964804982;5082202;1574856;25
077BG072/3;45,88955332;9,966512563;5082244;1574988;2
077BG086/6;45,88461756;9,961594235;5081691;1574613;1
077BG090/3;45,87641973;9,958192871;5080777;1574360;2
077BG093/1;45,87603385;9,95590552;5080732;1574183;6
077BG097/1;45,88517006;9,92183282;5081716;1571527;27
077BG099/1;45,87826361;9,93661482;5080962;1572683;18
077BG102/1;45,87659964;9,94086489;5080781;1573015;35
077BG103/3;45,87351967;9,925923316;5080507;1571862;0
077BG104/1;45,89076168;9,97049038;5082382;1575295;68
077BG117/4;45,89418299;9,966103021;5082758;1574950;2
077BG118/1;45,8787777;9,947409088;5081029;1573520;0
077BG122/3;45,87357875;9,9575067;5080543;1574314;3
077BG125/1;45,8804516;9,937605163;5081206;1572757;1
077BG135/1;45,87872651;9,948155609;5081024;1573578;12
077BG142/4;45,88106272;9,92525181;5081345;1571801;29
078BG003/1;45,96898927;10,10382875;5091208;1585520;12
079BG001/1;45,57414516;9,696500358;5046983;1554343;64
079BG004/1;45,58381555;9,719205806;5048073;1556105;181
079BG005/1;45,58949047;9,735495101;5048715;1557370;318
079BG011/2;45,55512135;9,704644459;5044875;1554997;250
079BG012/4;45,58970025;9,706512461;5048718;1555109;11
079BG013/5;45,57188626;9,696446828;5046732;1554341;253
079BG014/1;45,57052509;9,695302268;5046580;1554253;93
079BG015/1;45,55513595;9,705195551;5044877;1555040;48
079BG016/1;45,57834354;9,710484439;5047459;1555430;8
079BG017/1;45,57539346;9,738540947;5047151;1557622;10
079BG018/1;45,56712762;9,719249279;5046219;1556125;6
079BG019/2;45,56584848;9,709327523;5046070;1555352;799
079BG020/5;45,56617368;9,727758666;5046119;1556790;422
079BG021/1;45,57086862;9,699484333;5046621;1554579;1
079BG022/1;45,55615019;9,693895157;5044982;1554157;99
079BG023/7;45,57098738;9,728038645;5046654;1556807;14
079BG024/1;45,57542412;9,718188799;5047140;1556034;2
079BG025/2;45,57548212;9,700131118;5047134;1554625;0
079BG025/3;45,57548212;9,700131118;5047134;1554625;1
079BG034/1;45,575513;9,712614759;5047146;1555599;1
079BG038/3;45,5744041;9,730018009;5047035;1556958;0
079BG041/1;45,56826237;9,71914842;5046345;1556116;2
079BG042/1;45,57630596;9,73017814;5047328;1556972;10
079BG045/1;45,57570755;9,7174875;5047171;1555979;1
079BG047/6;45,55944579;9,727005609;5045371;1556738;1
079BG047/12;45,55944579;9,727005609;5045371;1556738;2
079BG050/4;45,57580855;9,72631397;5047270;1556671;1
079BG052/1;45,56749935;9,738591348;5046274;1557634;199
079BG052/4;45,56749935;9,738591348;5046274;1557634;0
079BG053/1;45,58041238;9,70196117;5047683;1554763;2
079BG057/2;45,58493593;9,71565652;5048195;1555827;1
079BG073/6;45,56599114;9,736585379;5046105;1557479;1
079BG073/7;45,56599114;9,736585379;5046105;1557479;0
079BG075/2;45,5781501;9,69657546;5047428;1554345;0
079BG079/1;45,58612294;9,704237133;5048319;1554935;3
079BG096/2;45,58347689;9,72009877;5048036;1556175;1
079BG099/5;45,5806512;9,69294853;5047785;1554063;2
079BG117/1;45,57590073;9,738899936;5047289;1557652;0
080BG001/1;45,82196046;9,850928282;5074632;1566100;141
080BG006/1;45,83754682;9,846414228;5076360;1565731;2
080BG008/1;45,83665104;9,851898845;5076265;1566158;8
080BG010/1;45,83875455;9,854660806;5076501;1566370;11
080BG013/1;45,83774438;9,84525833;5076381;1565641;13
080BG014/1;45,83789799;9,846393796;5076399;1565729;5
080BG015/2;45,83795032;9,845403089;5076404;1565652;11
080BG016/4;45,83053055;9,85071116;5075584;1566073;5
081BG006/1;45,62333388;9,663359852;5052426;1551712;75
081BG008/7;45,62462882;9,669737637;5052574;1552208;7
081BG011/1;45,62673237;9,664015652;5052804;1551760;2
081BG021/1;45,6034654;9,665536557;5050220;1551900;21
081BG021/9;45,6034654;9,665536557;5050220;1551900;0
081BG021/8;45,6034654;9,665536557;5050220;1551900;72
082BG002/1;45,83051944;9,536447718;5075371;1541664;1
082BG005/2;45,82954503;9,546454852;5075268;1542442;2
082BG008/1;45,83220778;9,542965933;5075562;1542169;11
082BG009/4;45,82992198;9,54855712;5075311;1542605;3
082BG011/1;45,83346498;9,543570421;5075702;1542215;2
082BG013/5;45,8317835;9,537515613;5075512;1541746;4
082BG014/2;45,8386777;9,55079348;5076285;1542772;8
082BG017/3;45,83875767;9,54537314;5076291;1542351;4
082BG018/1;45,83434897;9,541261379;5075799;1542035;12
082BG018/4;45,83434897;9,541261379;5075799;1542035;36
082BG020/1;45,82984313;9,551852277;5075304;1542861;8
082BG022/3;45,82804579;9,555874789;5075188;1543177;40
082BG027/1;45,82853266;9,551105498;5075158;1542804;7
082BG028/1;45,83278081;9,55112163;5075630;1542802;5
082BG036/2;45,83428689;9,54106764;5075792;1542020;2
082BG037/3;45,82662697;9,55433096;5074948;1543056;2
082BG040/1;45,82889812;9,555563681;5075201;1543150;0
082BG043/1;45,83872101;9,54927445;5076289;1542654;0
082BG045/4;45,82911323;9,54451945;5075219;1542292;7
083BG001/1;45,53005708;9,80373309;5042163;1562759;165
083BG002/1;45,52636119;9,801951774;5041751;1562624;266
083BG003/1;45,52363434;9,80572886;5041451;1562922;2
083BG006/1;45,53291221;9,768119572;5042453;1559975;107
083BG010/1;45,52681184;9,803149078;5041802;1562717;1
083BG021/1;45,53356701;9,83024223;5042574;1564825;2372
083BG022/1;45,52611476;9,80115435;5041723;1562562;23
083BG027/5;45,53899651;9,810345277;5043242;1563268;0
084BG002/1;45,64635975;9,796962422;5055079;1562102;0
084BG002/6;45,64635975;9,796962422;5055079;1562102;0
084BG005/2;45,6483374;9,806307272;5055306;1562828;0
084BG006/1;45,64226406;9,807272409;5054632;1562910;2
084BG008/3;45,64607396;9,805633193;5055054;1562778;0
084BG012/1;45,6633642;9,803108288;5056973;1562562;8
084BG013/1;45,66650194;9,790700999;5057312;1561592;5
084BG017/1;45,64756788;9,799250968;5055215;1562279;23
084BG019/1;45,65419205;9,79701634;5056031;1562101;0
084BG020/2;45,66590057;9,79175802;5057246;1561675;0
084BG021/7;45,65351399;9,793277707;5055871;1561807;0
084BG029/4;45,66260333;9,80277075;5056970;1562540;3
084BG037/1;45,65295353;9,798739051;5055894;1562236;1
084BG039/1;45,64684386;9,798710958;5055215;1562241;5
085BG002/1;45,79885121;9,50581518;5071837;1539307;0
085BG004/1;45,79781961;9,507066857;5071723;1539405;0
085BG005/10;45,81474931;9,49061639;5073596;1538115;2
085BG006/4;45,81536502;9,48975941;5073664;1538048;5
085BG008/4;45,79668355;9,50953991;5071598;1539598;0
085BG014/1;45,80007722;9,507409008;5071974;1539430;0
085BG016/1;45,80314719;9,50519771;5072314;1539256;2
086BG009/1;45,839861;10,11398338;5076872;1586507;1
086BG009/9;45,839861;10,11398338;5076872;1586507;49
086BG012/1;45,82485299;10,10885652;5075199;1586132;0
086BG030/1;45,82806405;10,08658323;5075532;1584397;30
086BG036/1;45,8253329;10,10763017;5075251;1586036;3
086BG037/1;45,82783277;10,08629549;5075506;1584375;9
086BG042/1;45,84311025;10,1112022;5077230;1586286;2
086BG043/3;45,81502052;10,09312964;5074172;1584929;1
086BG057/1;45,83922421;10,10540751;5076792;1585842;0
086BG062/2;45,82717267;10,08661739;5075433;1584401;0
086BG067/1;45,82040361;10,09611447;5074691;1585149;5
086BG071/1;45,82475623;10,10769598;5075187;1586042;25
086BG076/1;45,84326861;10,1106516;5077247;1586243;4
086BG078/2;45,84022917;10,10479642;5076903;1585793;2
086BG083/4;45,8327779;10,10595166;5076158;1585897;0
086BG096/1;45,83844223;10,0722215;5076670;1583266;1
086BG098/1;45,82748617;10,08393277;5075465;1584192;1
086BG103/1;45,83548442;10,07473994;5076344;1583466;2
086BG107/1;45,82423166;10,10702903;5075128;1585991;0
086BG112/1;45,83606896;10,10033622;5076436;1585453;1
086BG114/2;45,83304993;10,09417375;5076094;1584979;1
086BG120/1;45,83623787;10,09961848;5076454;1585397;0
086BG122/3;45,83568184;10,09847443;5076391;1585309;3
086BG127/2;45,83185442;10,07694902;5075943;1583643;3
086BG135/1;45,84205845;10,10550225;5077107;1585845;3
086BG139/2;45,8132154;10,10233176;5073899;1585643;0
086BG184/1;45,83977401;10,1135857;5076944;1586479;10
087BG002/1;45,50072769;9,762293553;5038873;1559554;291
087BG004/1;45,52190774;9,806779794;5041260;1563006;590
087BG006/1;45,50357381;9,797647559;5039216;1562313;2
087BG010/2;45,51380724;9,77152133;5040333;1560261;0
087BG012/1;45,49045328;9,766966787;5037735;1559930;318
087BG013/1;45,48968398;9,758152014;5037643;1559242;28
087BG014/5;45,5106569;9,797747531;5040003;1562313;1
087BG015/1;45,50705675;9,821852097;5039622;1564200;186
087BG017/1;45,51262742;9,780902041;5040209;1560995;324
087BG018/1;45,51251586;9,784049836;5040199;1561241;129
087BG020/1;45,50259725;9,816129683;5039122;1563758;322
087BG027/1;45,48454252;9,751621198;5037067;1558737;170
087BG028/1;45,49573748;9,758783509;5038316;1559285;544
087BG029/6;45,50996538;9,798813104;5039927;1562397;233
087BG031/3;45,5079823;9,78099147;5039693;1561007;160
087BG047/4;45,51686263;9,786773214;5040684;1561449;4
087BG051/5;45,50552417;9,79676624;5039432;1562242;97
087BG051/8;45,50552417;9,79676624;5039432;1562242;14
087BG051/3;45,50552417;9,79676624;5039432;1562242;0
088BG003/1;45,65176941;9,931473983;5055793;1572577;365
088BG004/1;45,65108977;9,924275835;5055711;1572017;0
088BG006/1;45,6626628;9,917816897;5056991;1571499;0
088BG008/1;45,6581419;9,93478841;5056504;1572827;39
088BG009/2;45,65850945;9,931662679;5056542;1572583;7
088BG011/1;45,66544372;9,92121277;5057303;1571760;0
088BG026/1;45,65678815;9,92986779;5056431;1572449;0
089BG004/1;45,68932892;9,609738208;5059725;1547476;22
089BG006/1;45,6793966;9,608898532;5058621;1547419;1
089BG007/1;45,69098538;9,60288527;5059905;1546941;2
089BG009/1;45,6841014;9,590509477;5059133;1545983;128
089BG010/7;45,69015816;9,604430355;5059814;1547062;1
089BG011/1;45,68223026;9,61591465;5058940;1547963;39
089BG012/1;45,68252494;9,592508929;5058959;1546140;15
089BG012/8;45,68252494;9,592508929;5058959;1546140;7
089BG013/3;45,67851501;9,598578477;5058517;1546616;38
090BG001/1;45,99147716;9,597317344;5093288;1546258;0
090BG003/1;45,98765689;9,601549923;5092866;1546589;1
090BG004/1;45,99262537;9,60319193;5093419;1546712;9
090BG013/4;45,99119275;9,59489973;5093255;1546071;1
091BG001/1;45,6464203;9,62016788;5054964;1548325;0
091BG002/1;45,6388728;9,579621659;5054183;1545174;31
091BG003/1;45,65553034;9,582264721;5055954;1545364;2
091BG005/1;45,64404711;9,576589572;5054675;1544931;141
091BG009/2;45,65907575;9,606676107;5056362;1547263;0
091BG011/1;45,64839092;9,58614341;5055163;1545672;88
091BG015/1;45,63807972;9,583662319;5054016;1545487;2
091BG017/14;45,64064402;9,573167232;5054295;1544667;22
091BG018/1;45,64078403;9,573964202;5054311;1544729;26
091BG019/1;45,64126026;9,625602872;5054394;1548753;24
091BG020/1;45,65784174;9,584380798;5056212;1545527;3
091BG022/3;45,64983732;9,615778024;5055341;1547980;1
091BG024/3;45,65597021;9,599904322;5056013;1546738;4
091BG028/1;45,65960523;9,613715759;5056425;1547811;2
091BG034/2;45,65078145;9,60302921;5055520;1546989;0
091BG041/1;45,64448774;9,576671081;5054724;1544937;14
091BG053/3;45,64824948;9,57678664;5055142;1544943;6
091BG053/5;45,64824948;9,57678664;5055142;1544943;13
091BG053/6;45,64824948;9,57678664;5055142;1544943;0
091BG060/4;45,65315079;9,58530526;5055773;1545606;4
091BG065/3;45,64929804;9,58010623;5055342;1545204;1
091BG068/2;45,642063;9,579990534;5054538;1545200;0
