codaz;lat;lon;nord;est;hsize
001BG003/7;45,70247385;9,954840326;5061529;1574334;3
001BG003/6;45,70247385;9,954840326;5061529;1574334;0
001BG004/1;45,70130741;9,945975919;5061310;1573642;14
001BG006/1;45,70580336;9,93996258;5061804;1573168;2
001BG008/1;45,70585631;9,941183865;5061811;1573263;6
001BG010/2;45,70341103;9,94849568;5061628;1573839;23
001BG011/1;45,70539183;9,949461844;5061767;1573908;0
001BG013/1;45,70256935;9,945753124;5061450;1573623;16
001BG015/1;45,70813755;9,955880307;5062078;1574404;4
001BG017/1;45,70639035;9,957083797;5061885;1574500;10
001BG018/2;45,70884407;9,957498211;5062158;1574529;6
001BG019/1;45,70304619;9,938130864;5061496;1573029;7
001BG021/1;45,70072852;9,94414216;5061244;1573500;3
001BG034/1;45,69855352;9,943758772;5061002;1573473;5
001BG037/4;45,69759651;9,943023397;5060895;1573417;0
001BG039/1;45,71527078;9,952083079;5062867;1574099;5
001BG043/1;45,73847202;9,967387424;5065459;1575259;20
001BG047/1;45,68925273;9,93874023;5060046;1573098;4
001BG050/1;45,69519628;9,940478532;5060626;1573222;4
001BG050/2;45,69519628;9,940478532;5060626;1573222;0
001BG054/1;45,68893758;9,95180829;5060023;1574116;0
001BG056/3;45,68635782;9,950244362;5059653;1573994;0
001BG058/2;45,6917768;9,944749353;5060250;1573559;0
001BG058/3;45,6917768;9,944749353;5060250;1573559;0
001BG060/2;45,70314452;9,942589944;5061511;1573376;2
001BG064/1;45,69424778;9,93431056;5060515;1572743;3
001BG068/1;45,68943301;9,94518509;5059990;1573596;2
001BG071/1;45,68614473;9,947723774;5059627;1573798;0
001BG076/1;45,70093304;9,94553287;5061268;1573608;2
001BG077/1;45,68730768;9,947499403;5059756;1573779;0
001BG077/2;45,68730768;9,947499403;5059756;1573779;0
001BG078/6;45,69889094;9,941041376;5061037;1573261;4
001BG078/14;45,69889094;9,941041376;5061037;1573261;1
001BG081/4;45,68812299;9,95012013;5059849;1573982;2
001BG083/1;45,71707772;9,95126572;5063067;1574033;0
001BG095/1;45,69214774;9,93253417;5060362;1572611;0
001BG096/2;45,70982118;9,953044404;5062344;1574184;2
002BG002/1;45,71438756;9,961896975;5062778;1574864;5
002BG003/1;45,72369378;9,97047356;5063820;1575519;4
002BG005/1;45,72025974;9,96572405;5063434;1575154;5
002BG007/1;45,71289045;9,965455862;5062615;1575143;0
002BG009/3;45,71410182;9,955185341;5062740;1574342;3
002BG012/1;45,73697054;9,967194418;5065292;1575246;12
002BG013/1;45,72157493;9,970364002;5063666;1575516;10
002BG014/2;45,71191702;9,960274356;5062502;1574741;0
002BG021/1;45,75336379;9,9710774;5067117;1575526;5
002BG022/1;45,71160182;9,960294656;5062467;1574743;0
002BG023/1;45,72080504;9,96402945;5063575;1575025;0
002BG028/1;45,72223326;9,965870239;5063735;1575166;1
003BG001/8;45,68608683;9,781640745;5059481;1560865;6
003BG002/2;45,69688362;9,786170915;5060684;1561206;1
003BG007/2;45,68149646;9,768363819;5058961;1559836;11
003BG015/1;45,69441733;9,775643138;5060402;1560389;2
003BG021/1;45,68384254;9,788646495;5059237;1561413;0
003BG030/1;45,68594924;9,780701387;5059465;1560792;5
003BG031/1;45,69477951;9,77532705;5060442;1560364;1
003BG043/1;45,6977767;9,778571787;5060859;1560616;0
004BG001/1;45,75580719;9,800809953;5067323;1562283;0
004BG002/1;45,76942618;9,779986607;5068739;1560646;7
004BG003/5;45,74812719;9,83527922;5066416;1564970;1
004BG005/1;45,77156691;9,788067615;5068983;1561272;4
004BG009/1;45,768446;9,783805417;5068633;1560944;4
004BG010/1;45,78716514;9,821285737;5070742;1563837;4
004BG011/4;45,75808688;9,813362984;5067505;1563254;2
004BG012/3;45,77023557;9,827455053;5068866;1564336;2
004BG020/1;45,78673776;9,81560608;5070690;1563396;55
004BG025/1;45,75597852;9,831191786;5067285;1564643;1
004BG026/1;45,76596543;9,829230947;5068393;1564479;21
004BG028/2;45,7705264;9,79276013;5068871;1561638;4
004BG029/5;45,7435461;9,858336903;5065926;1566769;6
004BG030/1;45,76954557;9,806880334;5068773;1562737;28
004BG031/1;45,76206467;9,795520814;5067933;1561862;26
004BG033/2;45,76874111;9,825015162;5068698;1564148;1
004BG034/1;45,76577698;9,820419057;5068365;1563794;0
004BG037/1;45,7562086;9,812962839;5067296;1563225;7
004BG038/1;45,7602147;9,817894431;5067745;1563604;1
004BG041/1;45,74386294;9,836231211;5065943;1565049;3
004BG044/1;45,77166854;9,77848734;5068987;1560527;1
004BG045/1;45,74399864;9,854397349;5065973;1566462;31
004BG048/1;45,76978661;9,783875624;5068782;1560948;1
004BG051/3;45,7711727;9,808434267;5068955;1562856;1
004BG052/1;45,77036443;9,779665288;5068843;1560620;1
004BG052/3;45,77036443;9,779665288;5068843;1560620;0
004BG053/1;45,7467428;9,86768048;5066289;1567492;0
004BG080/4;45,760733;9,824678608;5067808;1564131;7
004BG082/3;45,74718415;9,850872021;5066324;1566184;0
004BG083/1;45,77096732;9,810746316;5068934;1563036;0
004BG083/3;45,77096732;9,810746316;5068934;1563036;0
004BG098/2;45,75250428;9,859194115;5066922;1566825;3
004BG104/1;45,75621137;9,82638642;5067307;1564269;1
004BG109/1;45,75530939;9,802650859;5067188;1562424;9
004BG112/1;45,76056801;9,822593053;5067788;1563969;0
004BG120/1;45,77292368;9,8115592;5069152;1563097;1
004BG127/1;45,75816622;9,827392487;5067525;1564345;0
004BG128/1;45,74980854;9,834288632;5066602;1564891;2
004BG128/4;45,74980854;9,834288632;5066602;1564891;10
004BG139/1;45,74300471;9,829251122;5065842;1564507;0
004BG143/1;45,75715204;9,861129808;5067440;1566970;1
004BG146/2;45,74985681;9,85696794;5066626;1566655;0
004BG158/4;45,7507918;9,857110807;5066730;1566665;0
004BG160/1;45,76834809;9,82459783;5068654;1564116;0
004BG172/1;45,74455641;9,84838965;5066030;1565994;2
004BG192/5;45,74144069;9,84372776;5065680;1565635;3
004BG218/3;45,7477217;9,83040081;5066367;1564591;0
004BG220/1;45,78753809;9,81696857;5070780;1563501;4
004BG221/1;45,75799581;9,81855638;5067499;1563658;12
004BG222/2;45,74325667;9,84645461;5065884;1565845;2
004BG228/3;45,76081526;9,8194977;5067813;1563728;2
004BG231/1;45,75750432;9,82806419;5067452;1564398;0
004BG241/3;45,75438209;9,798163634;5067163;1562079;0
004BG294/3;45,76083898;9,804804864;5067886;1562588;1
004BG298/1;45,75568714;9,800918628;5067310;1562292;1
004BG306/2;45,7600926;9,785373407;5067788;1561078;0
004BG322/1;45,75284314;9,860304566;5067042;1566914;3
005BG001/2;45,73577896;9,61690094;5064890;1547994;4
005BG002/5;45,73601153;9,627096047;5064922;1548787;9
005BG008/3;45,7411749;9,611021604;5065486;1547532;2
005BG010/10;45,73293842;9,612872585;5064572;1547683;1
005BG012/4;45,73707525;9,603367723;5065026;1546940;1
006BG003/2;45,74989632;9,567379415;5066430;1544130;0
006BG004/1;45,760088;9,544542723;5067550;1542346;2
006BG021/3;45,73346996;9,583523133;5064614;1545399;0
006BG022/1;45,735197;9,592486763;5064811;1546095;0
006BG023/1;45,74946809;9,550019163;5066373;1542780;11
006BG025/1;45,75593892;9,552011319;5067093;1542930;1
006BG026/4;45,72856723;9,593509108;5064075;1546180;3
006BG036/1;45,75861739;9,558338286;5067394;1543420;0
006BG037/1;45,75921552;9,540625269;5067451;1542042;14
006BG039/4;45,73989298;9,57888539;5065325;1545033;0
006BG042/2;45,75689691;9,553062248;5067200;1543011;0
006BG045/1;45,75967394;9,561306286;5067513;1543650;1
006BG046/1;45,75024761;9,545115661;5066457;1542398;1
006BG053/1;45,75634612;9,564474552;5067145;1543899;6
006BG054/1;45,75816209;9,548265754;5067338;1542637;2
006BG059/2;45,72826742;9,592310758;5064041;1546087;2
006BG060/1;45,76666074;9,555293414;5068286;1543177;7
006BG061/3;45,73734589;9,59465599;5065051;1546262;2
006BG063/1;45,73427932;9,594147926;5064710;1546225;0
006BG070/4;45,75744473;9,540132439;5067254;1542005;4
006BG081/4;45,7587502;9,558789652;5067409;1543455;3
006BG085/1;45,76507383;9,54275222;5068103;1542203;4
006BG087/1;45,75218284;9,55815848;5066679;1543411;0
006BG087/4;45,75218284;9,55815848;5066679;1543411;0
006BG100/5;45,7571122;9,54227619;5067300;1542175;0
006BG103/1;45,75748063;9,542272644;5067340;1542174;3
006BG107/2;45,7669644;9,558045752;5068403;1543393;0
006BG113/2;45,75827295;9,54646177;5067356;1542526;0
007BG002/1;45,75348597;9,590802923;5066842;1545949;1
007BG005/1;45,73932024;9,599214359;5065273;1546615;0
007BG007/1;45,75972302;9,578550148;5067528;1544991;5
007BG019/1;45,75643828;9,587285283;5067168;1545673;1
007BG055/1;45,74972933;9,584205411;5066502;1545441;2
008BG002/3;45,76376351;9,708267305;5068058;1555075;1
008BG006/4;45,74068188;9,737386119;5065514;1557363;65
008BG007/1;45,74101181;9,737866068;5065551;1557400;9
008BG007/5;45,74101181;9,737866068;5065551;1557400;1
008BG008/4;45,76801267;9,715355732;5068535;1555622;45
008BG010/1;45,76341189;9,702527546;5068015;1554629;6
008BG015/3;45,74452719;9,71596528;5066008;1555696;2
008BG016/5;45,7658753;9,713242;5068378;1555463;1
008BG021/4;45,76369541;9,707636328;5068050;1555026;2
008BG022/1;45,76419176;9,707423984;5068105;1555009;11
008BG023/1;45,76439828;9,707503751;5068128;1555015;3
008BG028/1;45,76639358;9,705046948;5068348;1554822;4
008BG029/1;45,74606921;9,718225215;5066099;1555867;1
008BG030/1;45,75301815;9,699272968;5066858;1554386;2
008BG032/2;45,75115504;9,71814897;5066664;1555856;0
008BG036/1;45,74115741;9,72210857;5065556;1556174;2
008BG041/4;45,76783701;9,70596535;5068509;1554892;1
008BG043/1;45,74157955;9,737757851;5065614;1557391;2
008BG051/2;45,75824085;9,717776891;5067451;1555820;1
008BG071/2;45,74041942;9,736212938;5065484;1557272;0
008BG075/2;45,76253592;9,705924261;5067920;1554894;0
008BG079/1;45,74290187;9,725216175;5065752;1556414;8
008BG082/1;45,74062269;9,71697285;5065493;1555775;0
008BG098/3;45,76073989;9,70245248;5067800;1554629;2
009BG002/2;45,72557952;9,529223729;5063708;1541180;3
009BG008/1;45,71718088;9,54854626;5062785;1542690;0
009BG009/2;45,72597157;9,53826097;5063838;1541886;0
009BG009/4;45,72597157;9,53826097;5063838;1541886;0
009BG010/2;45,71593064;9,544602387;5062644;1542384;0
009BG012/1;45,7182354;9,553850384;5062905;1543102;0
009BG013/1;45,72630247;9,526647513;5063787;1540979;1
009BG022/1;45,71989837;9,545951199;5063167;1542489;1
010BG001/2;45,48050393;9,79897275;5036654;1562442;31
010BG003/2;45,47953284;9,805241237;5036551;1562933;770
010BG003/4;45,47953284;9,805241237;5036551;1562933;0
010BG007/1;45,48241946;9,780983934;5036853;1561034;180
010BG007/4;45,48241946;9,780983934;5036853;1561034;18
010BG009/3;45,4983419;9,795397913;5038633;1562143;0
010BG010/1;45,49622434;9,793141186;5038396;1561969;229
010BG011/2;45,48881944;9,805591001;5037583;1562950;1
010BG012/5;45,48856618;9,822197583;5037568;1564248;129
010BG014/1;45,48754934;9,805726468;5037442;1562962;24
010BG015/1;45,48852558;9,78311573;5037533;1561194;535
010BG017/1;45,48295428;9,812724119;5036937;1563514;1246
010BG018/1;45,49821555;9,81081886;5038631;1563348;1
010BG023/5;45,49223563;9,817592615;5037972;1563884;4
010BG023/7;45,49223563;9,817592615;5037972;1563884;154
010BG026/1;45,48876779;9,783234255;5037560;1561203;0
010BG027/1;45,48901202;9,783058482;5037587;1561189;0
010BG032/1;45,48542744;9,782061946;5037188;1561115;7
010BG034/3;45,49594907;9,799063;5038370;1562432;2
010BG036/1;45,48370698;9,787489108;5037001;1561541;1
010BG036/2;45,48370698;9,787489108;5037001;1561541;1
010BG039/1;45,47253573;9,787627869;5035760;1561564;1
010BG043/1;45,49196833;9,82037069;5038026;1564105;0
010BG043/2;45,49196833;9,82037069;5038026;1564105;0
011BG001/1;45,5686434;9,616967087;5046321;1548142;351
011BG003/1;45,56151958;9,622706425;5045533;1548596;106
011BG004/1;45,57370401;9,596209146;5046871;1546518;172
011BG005/1;45,56214618;9,621688265;5045602;1548516;111
011BG011/1;45,57417908;9,615271825;5046935;1548005;2
011BG018/1;45,57858014;9,613666427;5047423;1547876;0
011BG019/1;45,57286813;9,611323049;5046787;1547698;1
011BG022/1;45,56624091;9,61598889;5046135;1548071;7
011BG023/2;45,56024099;9,62362381;5045473;1548672;1
011BG024/2;45,57258397;9,61477667;5046839;1547971;0
012BG004/2;45,93847558;9,92452121;5087641;1571667;8
012BG008/6;45,92956313;9,919201186;5086646;1571266;45
012BG008/9;45,92956313;9,919201186;5086646;1571266;20
012BG011/1;45,92445368;9,924443155;5086083;1571679;15
012BG013/1;45,95607589;9,910477369;5089584;1570556;6
012BG015/1;45,9382444;9,934140637;5087624;1572413;5
012BG026/1;45,94767928;9,90244394;5088644;1569944;0
012BG032/6;45,94720782;9,88909573;5088580;1568910;2
012BG035/1;45,95031986;9,852734251;5088895;1566088;6
012BG036/1;45,94884374;9,880064463;5088754;1568208;2
012BG040/1;45,95037415;9,868244049;5088914;1567290;23
012BG043/1;45,93003214;9,929101636;5086707;1572033;38
012BG044/1;45,95117212;9,86150833;5088997;1566767;31
012BG048/6;45,91598907;9,926082139;5085144;1571817;9
012BG058/3;45,93974883;9,933972383;5087791;1572398;1
012BG060/3;45,92866607;9,92106943;5086548;1571412;0
012BG064/2;45,94425205;9,92362377;5088282;1571590;0
012BG069/1;45,94926349;9,897850581;5088816;1569586;3
012BG071/4;45,91696353;9,923558046;5085250;1571620;21
012BG071/8;45,91696353;9,923558046;5085250;1571620;1
012BG076/1;45,93969476;9,93508089;5087786;1572484;7
012BG087/2;45,93398924;9,927047508;5087227;1571872;1
012BG093/1;45,94026499;9,93248461;5087847;1572282;0
012BG106/1;45,94203982;9,94388775;5088137;1573167;0
012BG109/4;45,92372745;9,92409579;5086002;1571653;6
012BG110/5;45,95069612;9,879113156;5088959;1568132;1
012BG114/1;45,93817844;9,926760837;5087610;1571841;8
012BG116/1;45,9522863;9,906002497;5089159;1570214;2
012BG117/1;45,93764877;9,93433704;5087558;1572429;3
012BG120/1;45,93334293;9,931478651;5087077;1572213;0
012BG125/1;45,95000925;9,85696153;5088864;1566416;5
012BG129/2;45,94551592;9,930921201;5088429;1572154;0
012BG134/4;45,92513903;9,92316485;5086158;1571579;2
012BG137/1;45,94970938;9,85131853;5088826;1565979;2
012BG139/3;45,95268001;9,90742826;5089204;1570324;2
012BG158/1;45,93197141;9,931122071;5087006;1572190;2
012BG164/1;45,93514587;9,923006475;5087352;1571557;2
012BG165/2;45,9312265;9,929472024;5086922;1572063;1
012BG170/1;45,93252228;9,914375908;5086977;1570917;0
013BG001/1;45,4739689;9,572410893;5035777;1544740;189
013BG002/1;45,47005762;9,585803526;5035350;1545790;102
013BG003/1;45,48146452;9,543352183;5036594;1542463;530
013BG003/2;45,48146452;9,543352183;5036594;1542463;76
013BG005/1;45,47794707;9,552338424;5036208;1543168;192
013BG007/2;45,48382642;9,563067402;5036867;1544002;20
013BG008/1;45,48113535;9,555657873;5036564;1543425;174
013BG010/5;45,48275012;9,553063462;5036742;1543221;2
013BG010/4;45,48275012;9,553063462;5036742;1543221;5
013BG011/1;45,48159685;9,543916441;5036609;1542507;64
013BG012/1;45,48122192;9,545153961;5036568;1542604;224
013BG013/1;45,48138989;9,584052746;5036608;1545644;443
013BG015/2;45,47967017;9,57168808;5036410;1544679;282
013BG016/1;45,474906;9,558008037;5035954;1543616;5
013BG025/5;45,47240944;9,58000701;5035608;1545335;6
013BG034/1;45,4809502;9,547390472;5036539;1542779;446
014BG008/2;45,97914033;9,640121114;5091943;1549584;6
015BG001/1;45,79298329;9,767628791;5071347;1559660;4
015BG006/1;45,79598614;9,772134818;5071684;1560007;16
015BG007/1;45,80060808;9,77277767;5072198;1560052;10
015BG009/1;45,78781491;9,778583257;5070781;1560517;17
015BG011/4;45,79465924;9,795019124;5071554;1561787;20
015BG013/1;45,78470688;9,76567567;5070426;1559517;0
015BG022/1;45,78941356;9,77110113;5071035;1559937;0
016BG001/1;45,65330616;9,678755006;5055766;1552884;59
016BG002/1;45,6550792;9,675734601;5055961;1552647;3
016BG006/1;45,65140984;9,691796914;5055564;1553902;0
016BG007/1;45,65139378;9,691475872;5055562;1553877;3
016BG008/1;45,65157293;9,691619247;5055582;1553888;3
016BG009/1;45,65647337;9,693925634;5056128;1554063;259
016BG010/2;45,65580421;9,686986589;5056049;1553523;2
016BG015/1;45,6546451;9,694108425;5055925;1554079;2
016BG016/1;45,65557921;9,68698384;5056024;1553523;2
016BG017/2;45,65896072;9,697845493;5056407;1554366;18
016BG031/1;45,65442376;9,693502473;5055900;1554032;1
017BG007/1;45,98030138;10,1178538;5092480;1586589;3
017BG012/1;45,97802773;10,1091848;5092218;1585921;1
017BG016/2;45,97733356;10,10372338;5092135;1585499;0
018BG001/1;45,64537053;9,771912367;5054950;1560151;339
018BG004/1;45,6494228;9,751357646;5055385;1558545;2
018BG005/1;45,65601114;9,775652195;5056135;1560431;101
018BG011/1;45,65857734;9,745742545;5056398;1558098;434
018BG015/3;45,66048427;9,786182189;5056721;1561249;2
018BG020/1;45,65889261;9,76343405;5056446;1559476;5
018BG021/1;45,67116135;9,78197232;5057823;1560907;3
019BG001/1;45,44822751;9,777890831;5033052;1560829;420
019BG002/1;45,47350735;9,774528214;5035858;1560539;291
019BG008/3;45,45334956;9,780467795;5033623;1561025;3
019BG008/1;45,45334956;9,780467795;5033623;1561025;6
019BG011/1;45,45918527;9,776058915;5034268;1560674;251
019BG012/2;45,47020247;9,769417113;5035487;1560143;344
019BG014/2;45,47357501;9,768503468;5035861;1560068;26
019BG014/3;45,47357501;9,768503468;5035861;1560068;22
019BG020/3;45,4750821;9,77856699;5036036;1560853;0
019BG024/1;45,45635696;9,76784025;5034029;1560038;828
020BG003/1;45,51092523;9,694581459;5039958;1554254;253
020BG007/1;45,51879548;9,692540002;5040831;1554087;194
020BG008/1;45,52541412;9,703851216;5041574;1554964;76
020BG009/1;45,51283715;9,70718957;5040179;1555237;0
020BG012/1;45,5067446;9,704092335;5039500;1555001;295
021BG006/1;45,73122492;9,571817264;5064358;1544490;0
021BG010/4;45,73041873;9,569238673;5064267;1544290;0
022BG001/2;45,79676969;9,541721332;5071624;1542099;6
022BG002/1;45,7941285;9,555694522;5071338;1543187;6
022BG007/1;45,7877707;9,552685318;5070630;1542958;2
022BG008/1;45,78829042;9,53422895;5070678;1541523;0
022BG012/1;45,78739334;9,548809242;5070586;1542657;5
022BG013/1;45,79824897;9,542945191;5071789;1542193;7
022BG025/2;45,79402344;9,55508875;5071326;1543140;1
022BG030/3;45,79168647;9,55833331;5071150;1543397;2
022BG035/1;45,79081356;9,55275382;5071050;1542964;0
023BG002/3;45,79372786;9,565816408;5071299;1543974;1
023BG003/1;45,79860433;9,578771846;5071848;1544977;6
023BG007/1;45,81935981;9,560643583;5074144;1543552;9
023BG009/1;45,80475017;9,55733141;5072519;1543306;61
023BG013/1;45,79857014;9,581962638;5071846;1545225;2
023BG015/1;45,79947251;9,579733038;5071945;1545051;1
023BG017/1;45,79863499;9,579827301;5071852;1545059;1
023BG019/4;45,81406606;9,557256905;5073554;1543293;0
023BG024/3;45,81887992;9,563058746;5074092;1543740;49
023BG027/1;45,79605941;9,562082831;5071556;1543682;0
023BG041/3;45,80433653;9,55354385;5072471;1543012;1
023BG072/1;45,80454803;9,559707744;5072579;1543493;8
024BG004/1;45,70314538;9,639330391;5061278;1549768;0
024BG004/6;45,70314538;9,639330391;5061278;1549768;2
024BG006/1;45,70647034;9,628924152;5061641;1548955;9
024BG012/7;45,70133566;9,632964253;5061073;1549274;5
024BG012/1;45,70133566;9,632964253;5061073;1549274;2
024BG017/1;45,71936732;9,627462527;5063073;1548830;2
024BG018/1;45,70742159;9,672137917;5061774;1552318;0
024BG018/8;45,70742159;9,672137917;5061774;1552318;2
024BG020/1;45,70931665;9,631808084;5061959;1549177;28
024BG020/3;45,70931665;9,631808084;5061959;1549177;10
024BG021/1;45,66223363;9,663638979;5056748;1551698;20
024BG023/1;45,66474366;9,640164372;5057012;1549867;198
024BG025/1;45,6678061;9,6413803;5057353;1549959;27
024BG044/2;45,72560826;9,665069413;5063790;1551751;15
024BG046/2;45,71793498;9,65182107;5062929;1550727;0
024BG047/1;45,71809443;9,6770456;5062963;1552690;9
024BG050/5;45,70403336;9,705663485;5061420;1554931;3
024BG053/4;45,71725171;9,651684649;5062853;1550717;1
024BG053/1;45,71725171;9,651684649;5062853;1550717;33
024BG063/1;45,71512296;9,695254424;5062645;1554110;0
024BG064/1;45,66634415;9,65789793;5057201;1551247;85
024BG074/1;45,71181093;9,663402722;5062256;1551634;2
024BG100/1;45,7178574;9,67298246;5062934;1552374;0
024BG102/3;45,71223143;9,625257622;5062360;1548667;0
024BG149/2;45,72064185;9,66500774;5063320;1551754;0
024BG171/1;45,71336447;9,666635687;5062512;1551887;1
025BG001/7;45,71373691;9,907165911;5062656;1570605;44
025BG003/1;45,71489866;9,891060044;5062771;1569350;0
025BG006/3;45,71192151;9,914729517;5062461;1571196;26
025BG009/4;45,72473667;9,902499153;5063874;1570228;2
025BG011/6;45,71424051;9,909486726;5062714;1570785;2
025BG012/4;45,71547569;9,909224084;5062851;1570763;89
025BG013/3;45,71821239;9,90576064;5063152;1570490;1
025BG014/1;45,71345823;9,902574669;5062621;1570248;7
025BG015/1;45,7212435;9,90375362;5063487;1570330;0
025BG016/1;45,72296812;9,90191814;5063677;1570185;53
025BG018/1;45,71841841;9,901331015;5063171;1570145;8
025BG019/1;45,7166543;9,901328368;5062975;1570147;26
025BG020/1;45,71840824;9,906033635;5063174;1570511;1
025BG021/1;45,71157624;9,89925542;5062409;1569992;1
025BG022/1;45,71220924;9,901167024;5062481;1570140;36
025BG024/2;45,71837113;9,903900081;5063168;1570345;3
025BG025/1;45,71213174;9,915452415;5062485;1571252;19
025BG026/1;45,71446427;9,901691478;5062732;1570178;19
025BG030/1;45,71987689;9,90356456;5063335;1570317;6
025BG032/1;45,71300853;9,905946431;5062574;1570511;0
025BG034/1;45,713922;9,906526498;5062676;1570555;318
025BG035/1;45,71693822;9,909800287;5063014;1570806;3
025BG038/1;45,72101674;9,90511204;5063463;1570436;8
025BG039/3;45,71535016;9,902348138;5062831;1570228;5
025BG041/1;45,72216057;9,9027404;5063588;1570250;4
025BG045/1;45,71516253;9,912379712;5062819;1571009;3
025BG050/1;45,71204092;9,915553715;5062475;1571260;16
025BG052/1;45,7174145;9,901944481;5063060;1570194;4
025BG053/3;45,71189723;9,915512827;5062459;1571257;9
025BG055/3;45,71318171;9,91246313;5062599;1571018;1
025BG069/2;45,72488624;9,90410111;5063974;1570356;0
025BG078/1;45,71905896;9,90232389;5063325;1570225;0
025BG084/1;45,71805182;9,904950262;5063215;1570430;4
025BG087/1;45,71432736;9,90548683;5062802;1570477;10
026BG009/1;45,7733927;9,92296165;5069298;1571758;0
026BG021/1;45,7681051;9,9122774;5068701;1570934;4
026BG026/1;45,77584891;9,876183295;5069530;1568118;42
026BG026/4;45,77584891;9,876183295;5069530;1568118;1
026BG027/6;45,77485132;9,88061214;5069505;1568467;1
026BG027/8;45,77485132;9,88061214;5069505;1568467;1
026BG033/1;45,77643298;9,90169252;5069699;1570104;0
026BG039/2;45,77703725;9,909484;5069773;1570709;9
026BG047/2;45,77870021;9,908536491;5069956;1570633;1
026BG047/3;45,77870021;9,908536491;5069956;1570633;2
027BG001/1;45,83336626;9,56941067;5075705;1544222;113
027BG003/1;45,83827537;9,568636581;5076250;1544158;38
027BG007/6;45,83201166;9,57749539;5075559;1544851;7
028BG001/1;45,63578356;9,794413345;5053902;1561915;117
028BG003/4;45,64716391;9,818186476;5055185;1563755;5
028BG004/1;45,64287212;9,821729793;5054711;1564036;1
028BG005/7;45,62414205;9,825394362;5052633;1564343;2
028BG006/1;45,62868342;9,817186517;5053131;1563698;2
028BG010/4;45,6306432;9,817522874;5053349;1563722;5
028BG012/3;45,63395331;9,803868732;5053706;1562654;4
028BG013/1;45,64566985;9,824439825;5055024;1564244;0
028BG016/7;45,62337022;9,822586671;5052545;1564125;0
028BG016/1;45,62337022;9,822586671;5052545;1564125;3
028BG018/6;45,63382101;9,79705423;5053686;1562123;37
028BG019/2;45,63566219;9,795040311;5053889;1561964;123
028BG020/1;45,62827475;9,825211232;5053092;1564324;331
028BG021/1;45,63230066;9,834776882;5053547;1565065;3
028BG022/2;45,64023183;9,828389132;5054423;1564558;56
028BG023/7;45,63758294;9,822525017;5054124;1564104;0
028BG025/3;45,63174776;9,807750161;5053464;1562959;2
028BG027/2;45,63115433;9,808934756;5053399;1563052;1
028BG031/1;45,63602688;9,796957176;5053931;1562113;25
028BG041/5;45,62334848;9,821855192;5052542;1564068;5
028BG043/1;45,6236314;9,822564834;5052574;1564123;3
028BG044/3;45,63645328;9,8244074;5054000;1564252;1
028BG047/1;45,63363229;9,803440764;5053670;1562621;0
028BG051/1;45,62148348;9,827099845;5052339;1564479;12
028BG054/1;45,63014616;9,811486051;5053289;1563252;0
028BG055/1;45,63115443;9,810192016;5053400;1563150;0
028BG056/1;45,63684807;9,824579978;5054044;1564265;0
028BG059/1;45,62928944;9,811717443;5053194;1563271;1
029BG002/3;45,598702;9,587011112;5049643;1545780;39
029BG004/1;45,59587142;9,573673312;5049321;1544742;0
029BG005/1;45,59550796;9,583246923;5049286;1545489;3
029BG006/1;45,59551974;9,584465043;5049288;1545584;83
029BG007/1;45,59507407;9,585370708;5049239;1545655;68
029BG009/3;45,59151201;9,572475133;5048836;1544652;2
029BG010/4;45,59480032;9,589598752;5049211;1545985;1
029BG016/1;45,59619379;9,584664352;5049363;1545599;6
029BG019/1;45,59473851;9,58936733;5049204;1545967;6
029BG023/1;45,59407873;9,582873153;5049127;1545461;0
029BG024/1;45,59892909;9,577768952;5049663;1545059;0
029BG031/2;45,59259868;9,572960523;5048957;1544689;1
029BG033/1;45,5996486;9,59715033;5049754;1546570;1
029BG039/1;45,60422938;9,57702569;5050333;1545000;0
029BG042/2;45,59837882;9,58413292;5049687;1545559;0
029BG042/3;45,59837882;9,58413292;5049687;1545559;0
029BG043/1;45,59342923;9,578999852;5049134;1545162;1
030BG001/2;45,68205013;9,548768209;5058882;1542734;1
030BG002/3;45,6824958;9,557119137;5058936;1543384;0
030BG005/1;45,68232035;9,556180016;5058916;1543311;8
030BG006/1;45,67487353;9,578600501;5058101;1545063;7
030BG007/1;45,67787097;9,56597129;5058427;1544077;24
030BG023/1;45,68756191;9,546189425;5059493;1542529;226
030BG051/1;45,67817273;9,557110655;5058537;1543389;0
031BG008/4;45,66687071;9,562599862;5057203;1543823;5
031BG009/1;45,66107047;9,548550603;5056551;1542733;63
031BG009/4;45,66107047;9,548550603;5056551;1542733;0
031BG010/1;45,66476144;9,561397768;5056968;1543731;3
031BG011/1;45,66699483;9,564809127;5057218;1543995;42
031BG016/1;45,66827183;9,5668503;5057361;1544153;0
031BG017/4;45,66372748;9,572067491;5056859;1544563;2
031BG018/1;45,64731254;9,566151437;5055032;1544115;0
031BG023/6;45,66396748;9,569066157;5056884;1544329;0
031BG023/2;45,66396748;9,569066157;5056884;1544329;2
031BG025/1;45,66303946;9,55829983;5056775;1543491;8
031BG026/1;45,66863985;9,563413505;5057400;1543885;1
031BG046/1;45,66306427;9,54637359;5056853;1542565;9
031BG046/7;45,66306427;9,54637359;5056853;1542565;6
032BG002/1;45,71504815;9,88804305;5062785;1569115;2
032BG003/1;45,71749308;9,88614157;5063055;1568964;0
032BG008/3;45,71563452;9,88787246;5062850;1569101;1
