conf;M1;valutazione;anno;codaz
280.873;0,01;Reg/Neg/n.a.;2.011,00;096BG009
280.879;0;Reg/Neg/n.a.;2.011,00;096BG010
280.884;0,02;Reg/Neg/n.a.;2.011,00;172BG020
280.891;0,01;Reg/Neg/n.a.;2.011,00;011BG004
280.896;0,03;Reg/Neg/n.a.;2.011,00;011BG001
280.902;0,02;Reg/Neg/n.a.;2.011,00;075BG001
280.906;0,01;Reg/Neg/n.a.;2.011,00;053BG053
280.914;0,03;Reg/Neg/n.a.;2.011,00;053BG058
280.920;0,02;Reg/Neg/n.a.;2.011,00;053BG047
280.937;0,03;Reg/Neg/n.a.;2.011,00;053BG075
280.940;0;Reg/Neg/n.a.;2.011,00;053BG027
280.950;0,01;Reg/Neg/n.a.;2.011,00;033BG094
280.957;0;Reg/Neg/n.a.;2.011,00;033BG002
281.906;0;Reg/Neg/n.a.;2.011,00;194BG010
282.167;0,01;Reg/Neg/n.a.;2.011,00;025BG012
282.174;0,01;Reg/Neg/n.a.;2.011,00;088BG003
282.183;0;Reg/Neg/n.a.;2.011,00;088BG008
282.194;0;Reg/Neg/n.a.;2.011,00;178BG011
282.204;0;Reg/Neg/n.a.;2.011,00;178BG001
282.218;0,01;Reg/Neg/n.a.;2.011,00;178BG013
282.234;0;Reg/Neg/n.a.;2.011,00;178BG007
282.243;0,01;Reg/Neg/n.a.;2.011,00;077BG097
282.252;0;Reg/Neg/n.a.;2.011,00;190BG055
282.268;0;Reg/Neg/n.a.;2.011,00;077BG021
282.282;0,01;Reg/Neg/n.a.;2.011,00;101BG012
282.291;0;Reg/Neg/n.a.;2.011,00;101BG040
282.297;0,02;Reg/Neg/n.a.;2.011,00;049BG001
282.305;0,01;Reg/Neg/n.a.;2.011,00;049BG002
282.313;0;Reg/Neg/n.a.;2.011,00;049BG004
282.323;0;Reg/Neg/n.a.;2.011,00;049BG003
282.329;0,01;Reg/Neg/n.a.;2.011,00;122BG005
282.335;0,04;Reg/Neg/n.a.;2.011,00;122BG008
282.340;0,01;Reg/Neg/n.a.;2.011,00;122BG009
282.345;0;Reg/Neg/n.a.;2.011,00;010BG010
282.352;0,01;Reg/Neg/n.a.;2.011,00;101BG028
282.358;0,04;Reg/Neg/n.a.;2.011,00;010BG017
282.364;0;Reg/Neg/n.a.;2.011,00;053BG063
282.371;0;Reg/Neg/n.a.;2.011,00;053BG035
282.404;0;Reg/Neg/n.a.;2.011,00;246BG061
282.411;0;Reg/Neg/n.a.;2.011,00;146BG025
282.415;0;Reg/Neg/n.a.;2.011,00;146BG003
282.418;0;Reg/Neg/n.a.;2.011,00;092BG024
282.603;0;Reg/Neg/n.a.;2.012,00;041BG008
282.621;0;Reg/Neg/n.a.;2.012,00;185BG017
282.625;0;Reg/Neg/n.a.;2.012,00;185BG015
282.627;0,01;Reg/Neg/n.a.;2.012,00;117BG012
282.630;0,01;Reg/Neg/n.a.;2.012,00;117BG002
282.635;0,02;Reg/Neg/n.a.;2.012,00;204BG003
282.639;0,01;Reg/Neg/n.a.;2.012,00;019BG024
282.646;0,04;Reg/Neg/n.a.;2.012,00;019BG002
282.657;0,02;Reg/Neg/n.a.;2.012,00;122BG007
282.660;0;Reg/Neg/n.a.;2.012,00;012BG043
282.668;0,02;Reg/Neg/n.a.;2.012,00;099BG001
282.686;0,02;Reg/Neg/n.a.;2.012,00;118BG001
282.690;0;Reg/Neg/n.a.;2.012,00;149BG013
282.693;0,03;Reg/Neg/n.a.;2.012,00;118BG009
282.696;0,01;Reg/Neg/n.a.;2.012,00;118BG039
282.712;0;Reg/Neg/n.a.;2.012,00;202BG047
282.716;0;Reg/Neg/n.a.;2.012,00;165BG001
282.719;0;Reg/Neg/n.a.;2.012,00;202BG047
282.721;0;Reg/Neg/n.a.;2.012,00;191BG001
282.724;0;Reg/Neg/n.a.;2.012,00;183BG017
282.726;0;Reg/Neg/n.a.;2.012,00;090BG001
282.730;0,01;Reg/Neg/n.a.;2.012,00;183BG017
282.734;0;Reg/Neg/n.a.;2.012,00;219BG053
283.050;0,024;Reg/Neg/n.a.;2.010,00;217BG003
283.132;0,039;Reg/Neg/n.a.;2.010,00;217BG003
283.136;0;Reg/Neg/n.a.;2.010,00;206BG010
283.143;0;Reg/Neg/n.a.;2.010,00;040BG028
283.148;0,007;Reg/Neg/n.a.;2.010,00;135BG005
283.153;0,006;Reg/Neg/n.a.;2.010,00;133BG017
283.157;0;Reg/Neg/n.a.;2.010,00;217BG021
283.160;0,005;Reg/Neg/n.a.;2.010,00;217BG015
283.165;0,006;Reg/Neg/n.a.;2.010,00;217BG026
283.173;0,01;Reg/Neg/n.a.;2.010,00;237BG004
283.179;0,013;Reg/Neg/n.a.;2.010,00;237BG003
283.184;0,006;Reg/Neg/n.a.;2.010,00;148BG004
283.187;0,018;Reg/Neg/n.a.;2.010,00;148BG027
283.194;0;Reg/Neg/n.a.;2.010,00;108BG003
283.198;0;Reg/Neg/n.a.;2.010,00;108BG017
283.206;0;Reg/Neg/n.a.;2.010,00;067BG014
283.213;0;Reg/Neg/n.a.;2.010,00;060BG027
283.219;0;Reg/Neg/n.a.;2.010,00;060BG002
283.224;0;Reg/Neg/n.a.;2.010,00;060BG036
283.228;0;Reg/Neg/n.a.;2.010,00;108BG030
283.230;0;Reg/Neg/n.a.;2.010,00;108BG046
283.235;0;Reg/Neg/n.a.;2.010,00;060BG041
283.252;0;Reg/Neg/n.a.;2.010,00;108BG026
283.258;0;Reg/Neg/n.a.;2.010,00;108BG006
283.263;0;Reg/Neg/n.a.;2.010,00;071BG017
283.267;0,011;Reg/Neg/n.a.;2.010,00;217BG011
283.273;0;Reg/Neg/n.a.;2.010,00;217BG012
283.278;0;Reg/Neg/n.a.;2.010,00;105BG013
283.284;0;Reg/Neg/n.a.;2.010,00;105BG014
283.286;0,006;Reg/Neg/n.a.;2.010,00;105BG010
283.288;0,021;Reg/Neg/n.a.;2.010,00;040BG002
283.289;0;Reg/Neg/n.a.;2.010,00;040BG025
283.295;0,013;Reg/Neg/n.a.;2.010,00;019BG024
283.301;0;Reg/Neg/n.a.;2.010,00;019BG012
283.310;0;Reg/Neg/n.a.;2.010,00;122BG001
283.314;0,006;Reg/Neg/n.a.;2.010,00;140BG013
283.315;0;Reg/Neg/n.a.;2.010,00;040BG029
283.329;0,01;Reg/Neg/n.a.;2.011,00;117BG012
283.535;0,04;Reg/Neg/n.a.;2.015,00;233BG019
283.553;0,04;Reg/Neg/n.a.;2.015,00;076BG020
283.558;0,02;Reg/Neg/n.a.;2.015,00;044BG044
283.566;0,02;Reg/Neg/n.a.;2.015,00;135BG005
283.590;0,01;Reg/Neg/n.a.;2.015,00;076BG003
283.607;0,04;Reg/Neg/n.a.;2.015,00;083BG002
284.374;0,02;Reg/Neg/n.a.;2.015,00;060BG028
284.566;0;Reg/Neg/n.a.;2.012,00;024BG044
284.576;0,01;Reg/Neg/n.a.;2.012,00;019BG012
284.584;0,01;Reg/Neg/n.a.;2.012,00;101BG028
284.632;0,01;Reg/Neg/n.a.;2.012,00;111BG025
284.639;0,01;Reg/Neg/n.a.;2.012,00;010BG003
284.849;0,01;Reg/Neg/n.a.;2.012,00;101BG044
284.856;0;Reg/Neg/n.a.;2.012,00;058BG072
284.866;0;Reg/Neg/n.a.;2.012,00;133BG041
284.883;0;Reg/Neg/n.a.;2.012,00;101BG019
284.888;0,02;Reg/Neg/n.a.;2.012,00;101BG005
284.891;0,01;Reg/Neg/n.a.;2.012,00;177BG047
284.899;0,01;Reg/Neg/n.a.;2.012,00;133BG010
284.903;0,03;Reg/Neg/n.a.;2.012,00;101BG045
284.907;0;Reg/Neg/n.a.;2.012,00;101BG015
284.914;0;Reg/Neg/n.a.;2.012,00;059BG006
284.917;0,01;Reg/Neg/n.a.;2.012,00;101BG008
284.923;0,02;Reg/Neg/n.a.;2.012,00;019BG001
284.928;0,01;Reg/Neg/n.a.;2.012,00;101BG040
284.934;0,01;Reg/Neg/n.a.;2.012,00;101BG036
284.939;0,01;Reg/Neg/n.a.;2.012,00;183BG039
284.945;0;Reg/Neg/n.a.;2.012,00;243BG033
284.949;0;Reg/Neg/n.a.;2.012,00;086BG009
284.952;0;Reg/Neg/n.a.;2.012,00;243BG001
284.956;0;Reg/Neg/n.a.;2.012,00;243BG010
284.958;0,03;Reg/Neg/n.a.;2.012,00;059BG015
284.961;0,01;Reg/Neg/n.a.;2.012,00;183BG020
284.965;0,01;Reg/Neg/n.a.;2.012,00;087BG015
284.968;0,01;Reg/Neg/n.a.;2.012,00;135BG016
284.972;0,01;Reg/Neg/n.a.;2.012,00;135BG016
284.975;0;Reg/Neg/n.a.;2.012,00;040BG010
285.142;0,01;Reg/Neg/n.a.;2.015,00;060BG028
287.051;0;Reg/Neg/n.a.;2.011,00;080BG010
287.058;0,02;Reg/Neg/n.a.;2.011,00;234BG025
287.064;0;Reg/Neg/n.a.;2.011,00;060BG041
287.072;0,01;Reg/Neg/n.a.;2.011,00;060BG036
287.084;0;Reg/Neg/n.a.;2.011,00;108BG030
287.088;0;Reg/Neg/n.a.;2.011,00;108BG006
287.094;0;Reg/Neg/n.a.;2.011,00;108BG024
287.103;0;Reg/Neg/n.a.;2.011,00;108BG046
287.115;0;Reg/Neg/n.a.;2.011,00;067BG014
287.121;0,01;Reg/Neg/n.a.;2.011,00;060BG027
287.127;0;Reg/Neg/n.a.;2.011,00;060BG002
287.137;0;Reg/Neg/n.a.;2.011,00;108BG017
287.143;0;Reg/Neg/n.a.;2.011,00;108BG003
287.150;0;Reg/Neg/n.a.;2.011,00;108BG026
287.161;0;Reg/Neg/n.a.;2.011,00;012BG044
287.167;0,1;Irr/Pos;2.015,00;245BG003
287.169;0;Reg/Neg/n.a.;2.011,00;246BG054
287.173;0,05;Reg/Neg/n.a.;2.015,00;245BG002
287.178;0;Reg/Neg/n.a.;2.011,00;246BG040
287.180;0;Reg/Neg/n.a.;2.011,00;246BG034
287.183;0;Reg/Neg/n.a.;2.015,00;207BG008
287.189;0,02;Reg/Neg/n.a.;2.015,00;245BG007
287.198;0,03;Reg/Neg/n.a.;2.015,00;245BG026
287.201;0,075;Irr/Pos;2.011,00;053BG056
287.207;0,03;Reg/Neg/n.a.;2.015,00;245BG035
287.211;0,02;Reg/Neg/n.a.;2.015,00;222BG001
287.213;0;Reg/Neg/n.a.;2.015,00;207BG002
287.215;0,02;Reg/Neg/n.a.;2.015,00;245BG023
287.216;0,03;Reg/Neg/n.a.;2.015,00;016BG009
287.925;0;Reg/Neg/n.a.;2.014,00;195BG013
288.043;0;Reg/Neg/n.a.;2.012,00;077BG013
288.049;0,01;Reg/Neg/n.a.;2.012,00;248BG006
288.057;0;Reg/Neg/n.a.;2.012,00;048BG015
288.061;0,03;Reg/Neg/n.a.;2.012,00;146BG023
288.066;0;Reg/Neg/n.a.;2.014,00;245BG035
288.067;0;Reg/Neg/n.a.;2.012,00;247BG017
288.070;0;Reg/Neg/n.a.;2.012,00;048BG024
288.072;0;Reg/Neg/n.a.;2.012,00;071BG050
288.075;0,01;Reg/Neg/n.a.;2.012,00;249BG006
288.077;0;Reg/Neg/n.a.;2.012,00;247BG008
288.080;0;Reg/Neg/n.a.;2.012,00;048BG022
288.085;0;Reg/Neg/n.a.;2.012,00;048BG026
288.089;0,01;Reg/Neg/n.a.;2.012,00;199BG017
288.092;0;Reg/Neg/n.a.;2.012,00;092BG001
288.097;0;Reg/Neg/n.a.;2.012,00;092BG007
288.103;0,01;Reg/Neg/n.a.;2.012,00;146BG010
288.109;0,01;Reg/Neg/n.a.;2.012,00;101BG021
288.114;0,03;Reg/Neg/n.a.;2.012,00;101BG009
288.120;0,01;Reg/Neg/n.a.;2.012,00;101BG010
288.124;0,02;Reg/Neg/n.a.;2.012,00;010BG010
288.128;0,01;Reg/Neg/n.a.;2.012,00;135BG012
288.133;0,02;Reg/Neg/n.a.;2.012,00;101BG029
288.137;0,02;Reg/Neg/n.a.;2.012,00;101BG012
288.141;0;Reg/Neg/n.a.;2.012,00;048BG041
288.146;0;Reg/Neg/n.a.;2.012,00;087BG028
288.148;0,005;Reg/Neg/n.a.;2.010,00;010BG023
288.152;0;Reg/Neg/n.a.;2.012,00;087BG002
288.154;0,033;Reg/Neg/n.a.;2.010,00;019BG001
288.157;0,01;Reg/Neg/n.a.;2.012,00;048BG010
288.160;0,01;Reg/Neg/n.a.;2.012,00;247BG008
288.165;0,037;Reg/Neg/n.a.;2.010,00;101BG025
288.166;0;Reg/Neg/n.a.;2.012,00;092BG014
288.172;0;Reg/Neg/n.a.;2.012,00;048BG023
288.181;0;Reg/Neg/n.a.;2.012,00;249BG002
288.185;0,01;Reg/Neg/n.a.;2.012,00;199BG019
288.190;0,01;Reg/Neg/n.a.;2.012,00;188BG048
288.196;0;Reg/Neg/n.a.;2.012,00;092BG021
288.207;0,03;Reg/Neg/n.a.;2.012,00;188BG054
288.211;0;Reg/Neg/n.a.;2.012,00;247BG007
288.217;0,02;Reg/Neg/n.a.;2.012,00;101BG037
288.222;0,02;Reg/Neg/n.a.;2.012,00;010BG017
288.235;0,005;Reg/Neg/n.a.;2.010,00;010BG010
288.236;0,01;Reg/Neg/n.a.;2.012,00;040BG031
288.239;0,033;Reg/Neg/n.a.;2.010,00;079BG022
288.242;0,005;Reg/Neg/n.a.;2.010,00;167BG003
288.242;0,005;Irr/Pos;2.012,00;219BG039
288.245;0,005;Reg/Neg/n.a.;2.010,00;167BG004
288.249;0,018;Reg/Neg/n.a.;2.010,00;113BG008
288.251;0,023;Reg/Neg/n.a.;2.010,00;113BG012
288.252;0,005;Reg/Neg/n.a.;2.010,00;096BG008
288.254;0,005;Reg/Neg/n.a.;2.012,00;219BG046
288.255;0,005;Reg/Neg/n.a.;2.010,00;096BG009
288.257;0,005;Reg/Neg/n.a.;2.010,00;096BG010
288.322;0,01;Reg/Neg/n.a.;2.015,00;088BG003
288.327;0,01;Reg/Neg/n.a.;2.012,00;019BG011
288.332;0,03;Reg/Neg/n.a.;2.012,00;101BG016
288.345;0,03;Reg/Neg/n.a.;2.012,00;062BG008
288.350;0,01;Reg/Neg/n.a.;2.012,00;117BG001
288.353;0,01;Reg/Neg/n.a.;2.012,00;120BG005
288.357;0;Reg/Neg/n.a.;2.012,00;120BG007
288.371;0,04;Reg/Neg/n.a.;2.012,00;120BG010
288.380;0,01;Reg/Neg/n.a.;2.012,00;133BG015
288.421;0,01;Reg/Neg/n.a.;2.013,00;036BG001
288.648;0;Reg/Neg/n.a.;2.011,00;053BG055
288.654;0;Reg/Neg/n.a.;2.011,00;053BG028
288.657;0;Reg/Neg/n.a.;2.011,00;053BG009
288.661;0,01;Reg/Neg/n.a.;2.011,00;053BG048
288.674;0;Reg/Neg/n.a.;2.011,00;101BG016
288.677;0,01;Reg/Neg/n.a.;2.011,00;101BG029
288.682;0;Reg/Neg/n.a.;2.011,00;019BG011
288.688;0;Reg/Neg/n.a.;2.011,00;219BG013
288.697;0;Reg/Neg/n.a.;2.011,00;024BG044
288.706;0,01;Reg/Neg/n.a.;2.011,00;234BG010
288.714;0;Reg/Neg/n.a.;2.011,00;199BG021
288.726;0;Reg/Neg/n.a.;2.011,00;105BG003
288.730;0,01;Reg/Neg/n.a.;2.011,00;133BG020
288.738;0,02;Reg/Neg/n.a.;2.011,00;133BG024
288.742;0;Reg/Neg/n.a.;2.011,00;133BG033
288.744;0,01;Reg/Neg/n.a.;2.011,00;044BG012
288.749;0;Reg/Neg/n.a.;2.011,00;044BG010
288.753;0,01;Reg/Neg/n.a.;2.011,00;133BG034
288.757;0;Reg/Neg/n.a.;2.011,00;133BG027
288.762;0;Reg/Neg/n.a.;2.011,00;116BG028
288.764;0;Reg/Neg/n.a.;2.011,00;111BG046
288.770;0;Reg/Neg/n.a.;2.011,00;246BG236
288.881;0,005;Reg/Neg/n.a.;2.010,00;001BG003
288.887;0,006;Reg/Neg/n.a.;2.010,00;235BG033
288.896;0,005;Reg/Neg/n.a.;2.010,00;004BG030
288.900;0,005;Reg/Neg/n.a.;2.010,00;004BG020
288.908;0,005;Reg/Neg/n.a.;2.010,00;004BG037
288.912;0,005;Reg/Neg/n.a.;2.010,00;234BG025
288.917;0,005;Reg/Neg/n.a.;2.010,00;060BG069
288.924;0,005;Reg/Neg/n.a.;2.010,00;080BG010
288.929;0,005;Reg/Neg/n.a.;2.010,00;111BG005
289.689;0,005;Reg/Neg/n.a.;2.010,00;096BG004
289.692;0,006;Reg/Neg/n.a.;2.010,00;096BG007
289.705;0,033;Reg/Neg/n.a.;2.010,00;096BG003
289.710;0,006;Reg/Neg/n.a.;2.010,00;096BG002
289.712;0,04;Reg/Neg/n.a.;2.015,00;156BG043
289.717;0,005;Reg/Neg/n.a.;2.010,00;096BG006
289.724;0,005;Reg/Neg/n.a.;2.010,00;053BG027
289.728;0,01;Reg/Neg/n.a.;2.014,00;022BG029
289.731;0,011;Reg/Neg/n.a.;2.010,00;040BG039
289.742;0,005;Reg/Neg/n.a.;2.010,00;049BG001
289.763;0,005;Reg/Neg/n.a.;2.010,00;049BG002
289.767;0,005;Reg/Neg/n.a.;2.010,00;049BG003
289.771;0,005;Reg/Neg/n.a.;2.010,00;049BG004
289.776;0,005;Reg/Neg/n.a.;2.010,00;104BG005
289.781;0,012;Reg/Neg/n.a.;2.010,00;062BG006
289.788;0,005;Reg/Neg/n.a.;2.010,00;082BG018
290.308;0,01;Reg/Neg/n.a.;2.013,00;235BG017
291.158;0;Reg/Neg/n.a.;2.012,00;210BG016
291.162;0;Reg/Neg/n.a.;2.012,00;188BG031
291.166;0;Reg/Neg/n.a.;2.012,00;246BG112
291.169;0,01;Reg/Neg/n.a.;2.012,00;246BG088
291.171;0,02;Reg/Neg/n.a.;2.012,00;230BG010
291.173;0;Reg/Neg/n.a.;2.012,00;246BG024
291.297;0,01;Reg/Neg/n.a.;2.012,00;246BG028
291.301;0,02;Reg/Neg/n.a.;2.012,00;246BG042
291.303;0,01;Reg/Neg/n.a.;2.012,00;230BG012
291.306;0;Reg/Neg/n.a.;2.012,00;210BG024
291.312;0;Reg/Neg/n.a.;2.012,00;210BG027
291.314;0;Reg/Neg/n.a.;2.012,00;210BG019
291.601;0;Reg/Neg/n.a.;2.011,00;128BG016
291.607;0;Reg/Neg/n.a.;2.011,00;027BG001
291.636;0,01;Reg/Neg/n.a.;2.011,00;204BG009
291.640;0,01;Reg/Neg/n.a.;2.011,00;059BG007
291.646;0;Reg/Neg/n.a.;2.011,00;185BG017
291.653;0,01;Reg/Neg/n.a.;2.011,00;118BG009
291.661;0,01;Reg/Neg/n.a.;2.011,00;219BG102
291.683;0,005;Reg/Neg/n.a.;2.010,00;004BG031
291.688;0,01;Reg/Neg/n.a.;2.010,00;233BG012
291.691;0,005;Reg/Neg/n.a.;2.010,00;233BG008
291.693;0,005;Reg/Neg/n.a.;2.010,00;233BG022
291.696;0,005;Reg/Neg/n.a.;2.010,00;233BG019
292.018;0,01;Reg/Neg/n.a.;2.012,00;029BG007
292.027;0;Reg/Neg/n.a.;2.012,00;029BG002
292.031;0,01;Reg/Neg/n.a.;2.012,00;029BG006
292.226;0;Reg/Neg/n.a.;2.011,00;156BG009
292.228;0,01;Reg/Neg/n.a.;2.011,00;052BG007
292.231;0;Reg/Neg/n.a.;2.011,00;156BG039
292.232;0;Reg/Neg/n.a.;2.011,00;156BG043
292.237;0,01;Reg/Neg/n.a.;2.011,00;156BG012
292.239;0;Reg/Neg/n.a.;2.011,00;156BG008
292.699;0,06;Irr/Pos;2.015,00;113BG012
292.701;0,03;Reg/Neg/n.a.;2.015,00;133BG003
293.017;0;Reg/Neg/n.a.;2.013,00;246BG236
294.359;0;Reg/Neg/n.a.;2.010,00;204BG039
294.364;0;Reg/Neg/n.a.;2.010,00;128BG022
294.365;0;Reg/Neg/n.a.;2.010,00;033BG094
294.383;0;Reg/Neg/n.a.;2.010,00;128BG018
294.392;0;Reg/Neg/n.a.;2.010,00;033BG006
294.396;0;Reg/Neg/n.a.;2.010,00;033BG033
294.400;0;Reg/Neg/n.a.;2.010,00;033BG021
294.415;0;Reg/Neg/n.a.;2.010,00;033BG005
294.418;0;Reg/Neg/n.a.;2.010,00;141BG013
294.423;0,008;Reg/Neg/n.a.;2.010,00;088BG008
294.426;0;Reg/Neg/n.a.;2.010,00;088BG003
294.428;0;Reg/Neg/n.a.;2.010,00;237BG044
294.433;0;Reg/Neg/n.a.;2.010,00;237BG012
294.434;0;Reg/Neg/n.a.;2.010,00;237BG028
294.439;0;Reg/Neg/n.a.;2.010,00;237BG016
294.447;0;Reg/Neg/n.a.;2.010,00;002BG013
294.455;0;Reg/Neg/n.a.;2.010,00;001BG010
294.458;0;Reg/Neg/n.a.;2.010,00;235BG003
294.463;0;Reg/Neg/n.a.;2.010,00;104BG002
294.468;0;Reg/Neg/n.a.;2.010,00;104BG017
294.477;0;Reg/Neg/n.a.;2.010,00;104BG021
294.482;0;Reg/Neg/n.a.;2.010,00;001BG034
294.498;0;Reg/Neg/n.a.;2.010,00;104BG019
294.500;0;Reg/Neg/n.a.;2.010,00;104BG010
294.564;0;Reg/Neg/n.a.;2.010,00;002BG012
294.567;0,043;Reg/Neg/n.a.;2.010,00;040BG014
294.571;0,016;Reg/Neg/n.a.;2.010,00;053BG001
294.575;0,012;Reg/Neg/n.a.;2.010,00;105BG005
294.581;0;Reg/Neg/n.a.;2.010,00;122BG005
294.582;0;Reg/Neg/n.a.;2.010,00;019BG002
294.588;0,013;Reg/Neg/n.a.;2.010,00;101BG036
294.594;0;Reg/Neg/n.a.;2.010,00;101BG028
294.600;0,006;Reg/Neg/n.a.;2.010,00;010BG017
294.602;0,006;Reg/Neg/n.a.;2.010,00;232BG002
294.604;0;Reg/Neg/n.a.;2.010,00;060BG100
294.842;0,03;Reg/Neg/n.a.;2.015,00;037BG009
295.918;0;Reg/Neg/n.a.;2.010,00;235BG017
296.873;0;Reg/Neg/n.a.;2.011,00;219BG075
296.879;0,01;Reg/Neg/n.a.;2.011,00;246BG167
297.117;0;Reg/Neg/n.a.;2.013,00;052BG007
297.184;0;Reg/Neg/n.a.;2.013,00;044BG013
297.229;0;Reg/Neg/n.a.;2.013,00;086BG009
297.468;0,017;Reg/Neg/n.a.;2.010,00;205BG007
297.473;0;Reg/Neg/n.a.;2.010,00;204BG028
297.479;0;Reg/Neg/n.a.;2.010,00;204BG014
297.491;0;Reg/Neg/n.a.;2.010,00;204BG009
297.494;0;Reg/Neg/n.a.;2.010,00;204BG003
297.507;0;Reg/Neg/n.a.;2.010,00;237BG027
297.520;0;Reg/Neg/n.a.;2.010,00;237BG024
297.550;0;Reg/Neg/n.a.;2.010,00;237BG035
297.561;0;Reg/Neg/n.a.;2.010,00;237BG030
297.581;0;Reg/Neg/n.a.;2.010,00;211BG003
297.589;0;Reg/Neg/n.a.;2.010,00;237BG029
297.614;0,007;Reg/Neg/n.a.;2.010,00;053BG046
297.626;0,007;Reg/Neg/n.a.;2.010,00;053BG046
297.639;0,038;Reg/Neg/n.a.;2.010,00;053BG055
297.650;0;Reg/Neg/n.a.;2.010,00;053BG030
297.656;0;Reg/Neg/n.a.;2.010,00;142BG017
297.667;0;Reg/Neg/n.a.;2.010,00;053BG032
297.675;0,007;Reg/Neg/n.a.;2.010,00;053BG048
298.031;0;Reg/Neg/n.a.;2.011,00;040BG018
298.038;0;Reg/Neg/n.a.;2.011,00;079BG023
298.042;0;Reg/Neg/n.a.;2.011,00;013BG005
298.722;0;Reg/Neg/n.a.;2.014,00;082BG018
298.819;0,02;Reg/Neg/n.a.;2.012,00;219BG102
298.821;0;Reg/Neg/n.a.;2.012,00;188BG029
298.824;0;Reg/Neg/n.a.;2.012,00;190BG043
298.830;0,02;Reg/Neg/n.a.;2.012,00;087BG013
298.833;0,01;Reg/Neg/n.a.;2.012,00;190BG028
298.838;0;Reg/Neg/n.a.;2.012,00;188BG114
298.841;0,01;Reg/Neg/n.a.;2.012,00;188BG096
298.848;0;Reg/Neg/n.a.;2.012,00;188BG180
298.857;0;Reg/Neg/n.a.;2.012,00;188BG052
298.861;0;Reg/Neg/n.a.;2.012,00;190BG061
298.867;0;Reg/Neg/n.a.;2.012,00;190BG004
298.872;0,07;Irr/Pos;2.012,00;055BG004
298.874;0,01;Reg/Neg/n.a.;2.012,00;114BG005
298.877;0,01;Reg/Neg/n.a.;2.012,00;114BG012
298.880;0;Reg/Neg/n.a.;2.012,00;183BG022
298.884;0,01;Reg/Neg/n.a.;2.012,00;183BG010
298.886;0;Reg/Neg/n.a.;2.012,00;172BG004
298.889;0,02;Reg/Neg/n.a.;2.012,00;172BG034
298.892;0,02;Reg/Neg/n.a.;2.012,00;183BG131
298.895;0;Reg/Neg/n.a.;2.012,00;128BG018
298.899;0;Reg/Neg/n.a.;2.012,00;033BG021
298.905;0;Reg/Neg/n.a.;2.012,00;033BG006
298.909;0;Reg/Neg/n.a.;2.012,00;128BG022
298.914;0,04;Reg/Neg/n.a.;2.012,00;044BG044
298.920;0,02;Reg/Neg/n.a.;2.012,00;053BG053
298.927;0,01;Reg/Neg/n.a.;2.012,00;105BG003
298.929;0;Reg/Neg/n.a.;2.012,00;146BG003
298.934;0;Reg/Neg/n.a.;2.012,00;196BG007
298.986;0,01;Reg/Neg/n.a.;2.011,00;053BG056
299.047;0,01;Reg/Neg/n.a.;2.012,00;199BG074
299.050;0,01;Reg/Neg/n.a.;2.012,00;199BG074
299.053;0;Reg/Neg/n.a.;2.012,00;039BG053
299.056;0,02;Reg/Neg/n.a.;2.012,00;050BG009
299.063;0,01;Reg/Neg/n.a.;2.012,00;106BG008
299.071;0,01;Reg/Neg/n.a.;2.012,00;023BG009
299.079;0;Reg/Neg/n.a.;2.012,00;127BG018
299.085;0;Reg/Neg/n.a.;2.012,00;106BG001
299.135;0;Reg/Neg/n.a.;2.012,00;106BG009
299.139;0;Reg/Neg/n.a.;2.010,00;105BG003
299.143;0;Reg/Neg/n.a.;2.012,00;186BG001
299.144;0;Reg/Neg/n.a.;2.010,00;053BG040
299.148;0;Reg/Neg/n.a.;2.010,00;122BG007
299.151;0;Reg/Neg/n.a.;2.010,00;101BG015
299.151;0,02;Reg/Neg/n.a.;2.012,00;022BG029
299.153;0,006;Reg/Neg/n.a.;2.010,00;079BG014
299.159;0;Reg/Neg/n.a.;2.010,00;109BG001
299.160;0;Reg/Neg/n.a.;2.010,00;109BG002
299.160;0;Reg/Neg/n.a.;2.012,00;192BG014
299.166;0,01;Reg/Neg/n.a.;2.012,00;192BG016
299.173;0,01;Reg/Neg/n.a.;2.012,00;192BG031
299.181;0,04;Reg/Neg/n.a.;2.012,00;133BG024
299.187;0,02;Reg/Neg/n.a.;2.012,00;133BG034
299.191;0,02;Reg/Neg/n.a.;2.012,00;133BG027
299.197;0,02;Reg/Neg/n.a.;2.012,00;133BG020
299.211;0,02;Reg/Neg/n.a.;2.012,00;133BG033
299.218;0;Reg/Neg/n.a.;2.012,00;177BG026
299.225;0,03;Reg/Neg/n.a.;2.012,00;047BG006
299.244;0,01;Reg/Neg/n.a.;2.012,00;096BG004
299.248;0,01;Reg/Neg/n.a.;2.012,00;096BG003
299.253;0,01;Reg/Neg/n.a.;2.012,00;096BG006
299.255;0,01;Reg/Neg/n.a.;2.012,00;096BG002
299.260;0,03;Reg/Neg/n.a.;2.012,00;096BG007
299.697;0;Reg/Neg/n.a.;2.013,00;249BG006
299.700;0,01;Reg/Neg/n.a.;2.013,00;248BG006
299.708;0;Reg/Neg/n.a.;2.013,00;249BG002
299.902;0,01;Reg/Neg/n.a.;2.013,00;026BG039
299.908;0;Reg/Neg/n.a.;2.013,00;026BG026
301.601;0;Reg/Neg/n.a.;2.012,00;002BG021
301.846;0,05;Reg/Neg/n.a.;2.015,00;133BG024
