conf;M1;valutazione;anno;codaz
270.317;0,005;Reg/Neg/n.a.;2.010,00;188BG031
270.349;0,01;Reg/Neg/n.a.;2.010,00;165BG001
270.353;0,005;Reg/Neg/n.a.;2.010,00;090BG014
270.359;0,005;Reg/Neg/n.a.;2.010,00;090BG001
270.361;0,005;Reg/Neg/n.a.;2.010,00;091BG011
270.363;0,005;Reg/Neg/n.a.;2.010,00;152BG008
270.368;0,005;Reg/Neg/n.a.;2.010,00;091BG005
270.373;0,005;Reg/Neg/n.a.;2.010,00;152BG035
270.383;0,005;Reg/Neg/n.a.;2.010,00;152BG002
270.385;0,005;Reg/Neg/n.a.;2.010,00;152BG006
270.392;0,005;Reg/Neg/n.a.;2.010,00;146BG017
270.396;0,005;Reg/Neg/n.a.;2.010,00;175BG029
270.407;0,005;Reg/Neg/n.a.;2.010,00;116BG098
270.413;0,005;Reg/Neg/n.a.;2.010,00;116BG003
270.420;0,007;Reg/Neg/n.a.;2.010,00;091BG002
270.428;0,005;Reg/Neg/n.a.;2.010,00;152BG003
270.432;0,005;Reg/Neg/n.a.;2.010,00;188BG043
270.439;0,009;Reg/Neg/n.a.;2.010,00;052BG007
270.443;0,005;Reg/Neg/n.a.;2.010,00;127BG009
270.445;0,005;Reg/Neg/n.a.;2.010,00;185BG017
270.449;0,005;Reg/Neg/n.a.;2.010,00;111BG031
270.457;0,005;Reg/Neg/n.a.;2.010,00;190BG061
270.460;0,005;Reg/Neg/n.a.;2.010,00;190BG028
270.469;0,01;Reg/Neg/n.a.;2.010,00;190BG043
270.474;0,005;Reg/Neg/n.a.;2.010,00;188BG052
270.494;0,005;Reg/Neg/n.a.;2.010,00;188BG096
270.499;0,005;Reg/Neg/n.a.;2.010,00;188BG114
270.502;0,005;Reg/Neg/n.a.;2.010,00;210BG024
270.506;0,005;Reg/Neg/n.a.;2.010,00;230BG010
270.511;0,005;Reg/Neg/n.a.;2.010,00;230BG012
270.520;0,005;Reg/Neg/n.a.;2.010,00;230BG013
270.522;0,005;Reg/Neg/n.a.;2.010,00;210BG019
270.527;0,005;Reg/Neg/n.a.;2.010,00;210BG016
270.529;0,007;Reg/Neg/n.a.;2.010,00;210BG027
270.536;0,005;Reg/Neg/n.a.;2.010,00;210BG028
270.540;0,005;Reg/Neg/n.a.;2.010,00;126BG004
270.547;0,005;Reg/Neg/n.a.;2.010,00;077BG013
270.551;0,007;Reg/Neg/n.a.;2.010,00;152BG013
270.553;0,005;Reg/Neg/n.a.;2.010,00;152BG015
270.557;0,005;Reg/Neg/n.a.;2.010,00;092BG024
270.562;0,005;Reg/Neg/n.a.;2.010,00;188BG029
270.568;0,028;Reg/Neg/n.a.;2.010,00;152BG023
270.576;0,005;Reg/Neg/n.a.;2.010,00;111BG031
270.582;0,005;Reg/Neg/n.a.;2.010,00;172BG034
270.585;0,25;Irr/Pos;2.010,00;172BG004
270.587;0,005;Reg/Neg/n.a.;2.010,00;059BG026
270.590;0,005;Reg/Neg/n.a.;2.010,00;013BG013
270.595;0,005;Reg/Neg/n.a.;2.010,00;013BG012
270.597;0,006;Reg/Neg/n.a.;2.010,00;053BG063
270.606;0,005;Reg/Neg/n.a.;2.010,00;059BG012
270.608;0,007;Reg/Neg/n.a.;2.010,00;026BG026
270.611;0,017;Reg/Neg/n.a.;2.010,00;028BG001
270.617;0,063;Irr/Pos;2.010,00;028BG019
270.621;0,005;Reg/Neg/n.a.;2.010,00;028BG031
270.623;0,005;Reg/Neg/n.a.;2.010,00;113BG006
270.626;0,005;Reg/Neg/n.a.;2.010,00;177BG026
270.654;0,011;Reg/Neg/n.a.;2.010,00;217BG017
270.655;0,005;Reg/Neg/n.a.;2.010,00;219BG046
270.658;0,005;Reg/Neg/n.a.;2.010,00;059BG006
270.660;0,005;Reg/Neg/n.a.;2.010,00;229BG017
270.663;0,005;Reg/Neg/n.a.;2.010,00;229BG016
270.668;0,005;Reg/Neg/n.a.;2.010,00;103BG002
270.671;0,006;Reg/Neg/n.a.;2.010,00;103BG003
270.673;0,016;Reg/Neg/n.a.;2.010,00;226BG007
270.678;0,005;Reg/Neg/n.a.;2.010,00;036BG004
270.683;0,005;Reg/Neg/n.a.;2.010,00;036BG007
270.684;0,005;Reg/Neg/n.a.;2.010,00;036BG002
270.688;0,005;Reg/Neg/n.a.;2.010,00;195BG011
270.689;0,005;Reg/Neg/n.a.;2.010,00;195BG005
270.703;0,005;Reg/Neg/n.a.;2.010,00;195BG013
270.708;0,005;Reg/Neg/n.a.;2.010,00;195BG001
270.714;0,005;Reg/Neg/n.a.;2.010,00;195BG002
270.730;0,04;Reg/Neg/n.a.;2.015,00;209BG029
270.764;0;Reg/Neg/n.a.;2.015,00;086BG030
270.775;0;Reg/Neg/n.a.;2.015,00;117BG012
270.784;0,02;Reg/Neg/n.a.;2.015,00;034BG001
270.841;0,027;Reg/Neg/n.a.;2.010,00;195BG008
270.848;0,005;Reg/Neg/n.a.;2.010,00;195BG009
270.852;0,005;Reg/Neg/n.a.;2.010,00;243BG042
270.856;0,006;Reg/Neg/n.a.;2.010,00;243BG001
270.862;0,078;Irr/Pos;2.010,00;243BG006
270.875;0,005;Reg/Neg/n.a.;2.010,00;243BG010
270.883;0,007;Reg/Neg/n.a.;2.010,00;243BG020
270.887;0,007;Reg/Neg/n.a.;2.010,00;243BG004
270.895;0,005;Reg/Neg/n.a.;2.010,00;243BG017
270.903;0,005;Reg/Neg/n.a.;2.010,00;243BG035
270.910;0,005;Reg/Neg/n.a.;2.010,00;243BG033
270.918;0,006;Reg/Neg/n.a.;2.010,00;243BG051
270.924;0,005;Reg/Neg/n.a.;2.010,00;243BG016
270.929;0,012;Reg/Neg/n.a.;2.010,00;243BG074
270.939;0,005;Reg/Neg/n.a.;2.010,00;243BG007
270.953;0,01;Reg/Neg/n.a.;2.012,00;243BG016
270.957;0,01;Reg/Neg/n.a.;2.012,00;243BG042
270.962;0,02;Reg/Neg/n.a.;2.012,00;112BG001
270.970;0,01;Reg/Neg/n.a.;2.012,00;112BG003
270.974;0;Reg/Neg/n.a.;2.012,00;118BG060
270.978;0,02;Reg/Neg/n.a.;2.012,00;223BG003
270.983;0;Reg/Neg/n.a.;2.012,00;012BG044
270.987;0,02;Reg/Neg/n.a.;2.012,00;223BG030
270.992;0,01;Reg/Neg/n.a.;2.012,00;230BG022
271.210;0,01;Reg/Neg/n.a.;2.012,00;230BG001
271.218;0,02;Reg/Neg/n.a.;2.012,00;230BG014
271.287;0,04;Reg/Neg/n.a.;2.012,00;134BG010
271.299;0,01;Reg/Neg/n.a.;2.012,00;031BG025
271.310;0;Reg/Neg/n.a.;2.012,00;030BG007
271.399;0,04;Reg/Neg/n.a.;2.012,00;217BG021
271.406;0;Reg/Neg/n.a.;2.012,00;217BG007
271.412;0;Reg/Neg/n.a.;2.012,00;040BG011
271.422;0;Reg/Neg/n.a.;2.012,00;040BG014
271.428;0,01;Reg/Neg/n.a.;2.012,00;140BG013
271.435;0,01;Reg/Neg/n.a.;2.012,00;177BG014
271.438;0,01;Reg/Neg/n.a.;2.012,00;083BG021
271.445;0,01;Reg/Neg/n.a.;2.012,00;167BG006
271.456;0,02;Reg/Neg/n.a.;2.012,00;167BG007
271.468;0,01;Reg/Neg/n.a.;2.012,00;167BG009
271.477;0,03;Reg/Neg/n.a.;2.012,00;167BG005
271.481;0,01;Reg/Neg/n.a.;2.012,00;128BG021
271.491;0;Reg/Neg/n.a.;2.012,00;204BG037
271.496;0,01;Reg/Neg/n.a.;2.012,00;204BG061
271.503;0,01;Reg/Neg/n.a.;2.012,00;033BG022
271.509;0,01;Reg/Neg/n.a.;2.012,00;086BG030
271.515;0,01;Reg/Neg/n.a.;2.012,00;086BG037
271.526;0,03;Reg/Neg/n.a.;2.012,00;178BG011
271.532;0;Reg/Neg/n.a.;2.012,00;178BG007
271.553;0,07;Irr/Pos;2.012,00;178BG013
271.573;0,03;Reg/Neg/n.a.;2.012,00;038BG005
271.589;0,01;Reg/Neg/n.a.;2.012,00;103BG002
271.606;0,005;Reg/Neg/n.a.;2.010,00;218BG075
271.924;0;Reg/Neg/n.a.;2.014,00;213BG011
271.927;0;Reg/Neg/n.a.;2.014,00;072BG011
271.941;0;Reg/Neg/n.a.;2.014,00;203BG017
272.131;0,005;Reg/Neg/n.a.;2.010,00;229BG012
272.133;0,005;Reg/Neg/n.a.;2.010,00;229BG010
272.136;0,027;Reg/Neg/n.a.;2.010,00;229BG006
272.142;0,013;Reg/Neg/n.a.;2.010,00;229BG015
272.144;0,005;Reg/Neg/n.a.;2.010,00;229BG007
272.148;0,012;Reg/Neg/n.a.;2.010,00;134BG005
272.150;0,005;Reg/Neg/n.a.;2.010,00;134BG010
272.152;0,01;Reg/Neg/n.a.;2.013,00;230BG014
272.155;0,012;Reg/Neg/n.a.;2.010,00;121BG006
272.173;0,005;Reg/Neg/n.a.;2.010,00;125BG001
272.178;0,007;Reg/Neg/n.a.;2.010,00;124BG019
272.179;0,01;Reg/Neg/n.a.;2.010,00;124BG039
272.185;0,012;Reg/Neg/n.a.;2.010,00;124BG002
272.189;0,005;Reg/Neg/n.a.;2.010,00;124BG004
272.204;0,005;Reg/Neg/n.a.;2.010,00;124BG004
272.216;0,011;Reg/Neg/n.a.;2.010,00;202BG047
272.219;0,008;Reg/Neg/n.a.;2.010,00;202BG022
272.223;0,005;Reg/Neg/n.a.;2.010,00;202BG016
272.236;0,005;Reg/Neg/n.a.;2.010,00;202BG047
272.242;0,005;Reg/Neg/n.a.;2.010,00;229BG003
272.247;0,044;Reg/Neg/n.a.;2.010,00;113BG003
272.252;0,005;Reg/Neg/n.a.;2.010,00;133BG035
272.255;0,005;Reg/Neg/n.a.;2.010,00;079BG023
272.260;0,006;Reg/Neg/n.a.;2.010,00;079BG011
272.269;0,016;Reg/Neg/n.a.;2.010,00;079BG015
272.272;0,005;Reg/Neg/n.a.;2.010,00;133BG033
272.274;0,019;Reg/Neg/n.a.;2.010,00;133BG024
272.278;0,005;Reg/Neg/n.a.;2.010,00;142BG022
272.279;0,005;Reg/Neg/n.a.;2.010,00;133BG020
272.375;0,04;Reg/Neg/n.a.;2.012,00;103BG003
272.383;0,01;Reg/Neg/n.a.;2.012,00;226BG007
272.389;0,04;Reg/Neg/n.a.;2.012,00;036BG002
272.393;0;Reg/Neg/n.a.;2.012,00;036BG007
272.399;0;Reg/Neg/n.a.;2.012,00;036BG004
272.408;0;Reg/Neg/n.a.;2.012,00;038BG002
272.429;0,04;Reg/Neg/n.a.;2.012,00;219BG065
272.430;0,005;Reg/Neg/n.a.;2.010,00;133BG028
272.433;0,05;Irr/Pos;2.012,00;219BG053
272.434;0,005;Reg/Neg/n.a.;2.010,00;133BG027
272.436;0,03;Reg/Neg/n.a.;2.012,00;219BG006
272.437;0,018;Reg/Neg/n.a.;2.010,00;133BG034
272.438;0,02;Reg/Neg/n.a.;2.012,00;219BG013
272.444;0,06;Irr/Pos;2.012,00;183BG060
272.445;0,005;Reg/Neg/n.a.;2.010,00;108BG086
272.447;0,02;Reg/Neg/n.a.;2.012,00;087BG029
272.451;0,04;Reg/Neg/n.a.;2.012,00;087BG018
272.455;0,009;Reg/Neg/n.a.;2.010,00;060BG043
272.456;0,04;Reg/Neg/n.a.;2.012,00;183BG070
272.459;0,011;Reg/Neg/n.a.;2.010,00;060BG028
272.461;0,01;Reg/Neg/n.a.;2.012,00;079BG001
272.463;0,03;Reg/Neg/n.a.;2.012,00;053BG032
272.465;0,03;Reg/Neg/n.a.;2.012,00;053BG030
272.465;0,012;Reg/Neg/n.a.;2.010,00;060BG028
272.472;0,028;Reg/Neg/n.a.;2.010,00;060BG033
272.476;0;Reg/Neg/n.a.;2.012,00;039BG024
272.482;0,007;Reg/Neg/n.a.;2.010,00;060BG006
272.496;0;Reg/Neg/n.a.;2.012,00;023BG024
272.502;0,005;Reg/Neg/n.a.;2.010,00;108BG086
272.503;0;Reg/Neg/n.a.;2.012,00;192BG007
272.509;0;Reg/Neg/n.a.;2.012,00;039BG069
272.509;0,005;Reg/Neg/n.a.;2.010,00;108BG086
272.516;0;Reg/Neg/n.a.;2.012,00;041BG006
272.516;0,005;Reg/Neg/n.a.;2.010,00;234BG030
272.522;0,008;Reg/Neg/n.a.;2.010,00;080BG001
272.548;0;Reg/Neg/n.a.;2.012,00;039BG055
272.554;0,02;Reg/Neg/n.a.;2.012,00;186BG013
272.559;0;Reg/Neg/n.a.;2.012,00;127BG009
272.566;0,04;Reg/Neg/n.a.;2.012,00;091BG011
272.913;0,02;Reg/Neg/n.a.;2.011,00;010BG003
272.924;0,01;Reg/Neg/n.a.;2.011,00;122BG011
272.930;0;Reg/Neg/n.a.;2.011,00;122BG012
272.943;0,01;Reg/Neg/n.a.;2.011,00;142BG014
272.982;0;Reg/Neg/n.a.;2.011,00;040BG002
272.993;0;Reg/Neg/n.a.;2.011,00;053BG032
273.002;0,01;Reg/Neg/n.a.;2.011,00;053BG030
273.011;0;Reg/Neg/n.a.;2.011,00;172BG034
273.018;0,01;Reg/Neg/n.a.;2.011,00;172BG004
273.024;0,01;Reg/Neg/n.a.;2.011,00;101BG037
273.029;0;Reg/Neg/n.a.;2.011,00;101BG036
273.034;0,01;Reg/Neg/n.a.;2.011,00;101BG021
273.042;0,02;Reg/Neg/n.a.;2.011,00;013BG013
273.065;0;Reg/Neg/n.a.;2.011,00;040BG011
273.071;0,03;Reg/Neg/n.a.;2.011,00;047BG002
273.077;0;Reg/Neg/n.a.;2.011,00;135BG005
273.079;0,02;Reg/Neg/n.a.;2.011,00;219BG018
273.085;0;Reg/Neg/n.a.;2.011,00;219BG006
273.087;0;Reg/Neg/n.a.;2.011,00;040BG012
273.098;0;Reg/Neg/n.a.;2.011,00;154BG003
273.114;0;Reg/Neg/n.a.;2.011,00;110BG009
273.125;0;Reg/Neg/n.a.;2.011,00;119BG010
273.125;0,01;Reg/Neg/n.a.;2.015,00;226BG007
273.132;0,02;Reg/Neg/n.a.;2.011,00;204BG014
273.133;0,01;Reg/Neg/n.a.;2.015,00;111BG065
273.141;0;Reg/Neg/n.a.;2.011,00;204BG028
273.143;0,04;Reg/Neg/n.a.;2.015,00;024BG023
273.146;0;Reg/Neg/n.a.;2.011,00;204BG039
273.149;0;Reg/Neg/n.a.;2.015,00;024BG025
273.153;0,01;Reg/Neg/n.a.;2.011,00;018BG001
273.158;0,09;Irr/Pos;2.015,00;037BG009
273.165;0;Reg/Neg/n.a.;2.011,00;018BG011
273.173;0;Reg/Neg/n.a.;2.011,00;117BG001
273.179;0;Reg/Neg/n.a.;2.011,00;117BG002
273.183;0,075;Irr/Pos;2.011,00;117BG012
273.210;0;Reg/Neg/n.a.;2.011,00;024BG025
273.219;0,01;Reg/Neg/n.a.;2.011,00;024BG023
273.225;0;Reg/Neg/n.a.;2.011,00;207BG008
273.234;0,01;Reg/Neg/n.a.;2.011,00;207BG020
273.241;0,03;Reg/Neg/n.a.;2.011,00;207BG002
273.248;0;Reg/Neg/n.a.;2.011,00;207BG011
273.256;0;Reg/Neg/n.a.;2.011,00;116BG003
273.265;0;Reg/Neg/n.a.;2.011,00;175BG029
273.276;0;Reg/Neg/n.a.;2.011,00;048BG024
273.283;0,01;Reg/Neg/n.a.;2.011,00;048BG010
273.288;0;Reg/Neg/n.a.;2.011,00;048BG015
273.292;0;Reg/Neg/n.a.;2.011,00;248BG006
273.295;0;Reg/Neg/n.a.;2.011,00;247BG017
273.304;0;Reg/Neg/n.a.;2.011,00;247BG008
273.335;0;Reg/Neg/n.a.;2.011,00;247BG008
273.339;0;Reg/Neg/n.a.;2.011,00;247BG007
273.344;0;Reg/Neg/n.a.;2.011,00;249BG002
273.351;0,02;Reg/Neg/n.a.;2.011,00;249BG006
273.355;0;Reg/Neg/n.a.;2.011,00;146BG010
273.359;0;Reg/Neg/n.a.;2.011,00;146BG023
273.364;0;Reg/Neg/n.a.;2.011,00;199BG017
273.369;0;Reg/Neg/n.a.;2.011,00;199BG020
273.371;0;Reg/Neg/n.a.;2.011,00;199BG074
273.375;0;Reg/Neg/n.a.;2.011,00;199BG074
273.379;0;Reg/Neg/n.a.;2.011,00;199BG019
273.382;0;Reg/Neg/n.a.;2.011,00;199BG011
273.388;0;Reg/Neg/n.a.;2.011,00;092BG021
273.394;0;Reg/Neg/n.a.;2.011,00;092BG001
273.400;0;Reg/Neg/n.a.;2.011,00;092BG007
273.405;0;Reg/Neg/n.a.;2.011,00;092BG005
273.412;0;Reg/Neg/n.a.;2.011,00;092BG014
273.415;0;Reg/Neg/n.a.;2.011,00;188BG048
273.421;0;Reg/Neg/n.a.;2.011,00;188BG054
273.424;0,01;Reg/Neg/n.a.;2.011,00;048BG041
273.567;0,01;Reg/Neg/n.a.;2.011,00;048BG019
273.577;0;Reg/Neg/n.a.;2.011,00;048BG023
273.583;0;Reg/Neg/n.a.;2.011,00;048BG023
273.585;0,01;Reg/Neg/n.a.;2.011,00;048BG026
273.590;0,02;Reg/Neg/n.a.;2.011,00;229BG010
273.601;0,02;Reg/Neg/n.a.;2.011,00;229BG010
273.611;0;Reg/Neg/n.a.;2.011,00;229BG012
273.620;0;Reg/Neg/n.a.;2.011,00;229BG006
273.627;0,01;Reg/Neg/n.a.;2.011,00;229BG015
273.634;0;Reg/Neg/n.a.;2.011,00;229BG007
273.643;0;Reg/Neg/n.a.;2.011,00;134BG005
273.652;0,03;Reg/Neg/n.a.;2.011,00;134BG010
273.654;0,01;Reg/Neg/n.a.;2.011,00;121BG006
273.660;0;Reg/Neg/n.a.;2.011,00;207BG031
273.697;0;Reg/Neg/n.a.;2.011,00;207BG037
273.705;0,02;Reg/Neg/n.a.;2.011,00;024BG009
273.714;0,01;Reg/Neg/n.a.;2.011,00;031BG025
273.717;0;Reg/Neg/n.a.;2.011,00;030BG007
273.731;0,01;Reg/Neg/n.a.;2.011,00;108BG086
273.832;0;Reg/Neg/n.a.;2.011,00;108BG086
273.839;0,01;Reg/Neg/n.a.;2.011,00;060BG006
273.842;0,01;Reg/Neg/n.a.;2.011,00;060BG033
273.851;0,1;Irr/Pos;2.015,00;172BG004
273.853;0,03;Reg/Neg/n.a.;2.011,00;060BG028
273.854;0,04;Reg/Neg/n.a.;2.015,00;232BG002
273.862;0,03;Reg/Neg/n.a.;2.011,00;060BG028
273.867;0;Reg/Neg/n.a.;2.011,00;060BG043
273.873;0;Reg/Neg/n.a.;2.011,00;108BG086
273.878;0,01;Reg/Neg/n.a.;2.011,00;080BG001
273.879;0;Reg/Neg/n.a.;2.011,00;118BG020
273.881;0;Reg/Neg/n.a.;2.011,00;118BG039
273.883;0,01;Reg/Neg/n.a.;2.011,00;016BG009
273.884;0,01;Reg/Neg/n.a.;2.011,00;016BG001
273.889;0;Reg/Neg/n.a.;2.011,00;245BG045
273.890;0,02;Reg/Neg/n.a.;2.011,00;019BG024
273.892;0;Reg/Neg/n.a.;2.011,00;019BG002
273.990;0,05;Irr/Pos;2.012,00;091BG011
274.289;0;Reg/Neg/n.a.;2.011,00;101BG009
274.300;0,01;Reg/Neg/n.a.;2.011,00;219BG046
274.311;0;Reg/Neg/n.a.;2.011,00;053BG015
274.316;0;Reg/Neg/n.a.;2.011,00;105BG016
274.350;0,01;Reg/Neg/n.a.;2.011,00;053BG057
274.356;0;Reg/Neg/n.a.;2.011,00;053BG037
275.007;0;Reg/Neg/n.a.;2.015,00;191BG001
275.311;0,01;Reg/Neg/n.a.;2.012,00;135BG005
275.351;0;Reg/Neg/n.a.;2.012,00;178BG013
275.547;0,01;Reg/Neg/n.a.;2.012,00;013BG003
275.557;0,01;Reg/Neg/n.a.;2.012,00;026BG026
275.562;0;Reg/Neg/n.a.;2.012,00;128BG016
275.673;0,01;Reg/Neg/n.a.;2.013,00;246BG167
275.706;0,03;Reg/Neg/n.a.;2.012,00;013BG008
275.711;0,05;Irr/Pos;2.012,00;133BG017
275.714;0,04;Reg/Neg/n.a.;2.012,00;113BG015
275.717;0;Reg/Neg/n.a.;2.012,00;179BG019
275.725;0;Reg/Neg/n.a.;2.012,00;113BG006
275.729;0,04;Reg/Neg/n.a.;2.012,00;113BG003
275.735;0,02;Reg/Neg/n.a.;2.012,00;113BG012
275.740;0,01;Reg/Neg/n.a.;2.012,00;079BG023
275.742;0,03;Reg/Neg/n.a.;2.012,00;177BG011
275.746;0,01;Reg/Neg/n.a.;2.012,00;177BG001
275.753;0,02;Reg/Neg/n.a.;2.012,00;177BG004
275.755;0,01;Reg/Neg/n.a.;2.012,00;053BG048
275.763;0,01;Reg/Neg/n.a.;2.012,00;013BG005
275.784;0,03;Reg/Neg/n.a.;2.012,00;047BG004
275.790;0,04;Reg/Neg/n.a.;2.012,00;013BG015
275.818;0;Reg/Neg/n.a.;2.012,00;243BG035
275.824;0,03;Reg/Neg/n.a.;2.012,00;243BG004
275.827;0,02;Reg/Neg/n.a.;2.012,00;243BG051
275.836;0,01;Reg/Neg/n.a.;2.012,00;195BG009
275.845;0,01;Reg/Neg/n.a.;2.012,00;243BG007
275.875;0;Reg/Neg/n.a.;2.012,00;147BG003
275.881;0,01;Reg/Neg/n.a.;2.012,00;116BG098
275.896;0,01;Reg/Neg/n.a.;2.012,00;121BG001
275.913;0,01;Reg/Neg/n.a.;2.012,00;036BG006
275.921;0,1;Irr/Pos;2.012,00;191BG016
275.984;0,03;Reg/Neg/n.a.;2.012,00;036BG001
276.004;0,01;Reg/Neg/n.a.;2.012,00;036BG008
277.095;0,006;Reg/Neg/n.a.;2.010,00;246BG236
277.099;0,008;Reg/Neg/n.a.;2.010,00;191BG001
277.107;0,005;Reg/Neg/n.a.;2.010,00;044BG013
277.113;0,005;Reg/Neg/n.a.;2.010,00;044BG028
277.118;0,009;Reg/Neg/n.a.;2.010,00;167BG009
277.120;0,005;Reg/Neg/n.a.;2.010,00;167BG007
277.130;0,005;Reg/Neg/n.a.;2.010,00;113BG015
277.131;0,017;Reg/Neg/n.a.;2.010,00;083BG021
277.135;0,005;Reg/Neg/n.a.;2.010,00;217BG007
277.140;0,007;Reg/Neg/n.a.;2.010,00;079BG005
277.276;0,009;Reg/Neg/n.a.;2.010,00;048BG008
277.857;0,014;Reg/Neg/n.a.;2.010,00;243BG006
277.867;0,009;Reg/Neg/n.a.;2.010,00;011BG001
277.876;0,01;Reg/Neg/n.a.;2.010,00;028BG019
278.308;0;Reg/Neg/n.a.;2.012,00;121BG005
278.318;0,01;Reg/Neg/n.a.;2.012,00;229BG006
278.321;0,02;Reg/Neg/n.a.;2.012,00;136BG004
278.347;0,02;Reg/Neg/n.a.;2.012,00;156BG012
278.357;0,1;Irr/Pos;2.012,00;132BG003
278.370;0,11;Irr/Pos;2.012,00;156BG039
278.381;0;Reg/Neg/n.a.;2.012,00;156BG008
278.401;0,11;Irr/Pos;2.012,00;156BG043
278.407;0,02;Reg/Neg/n.a.;2.012,00;116BG003
278.412;0,01;Reg/Neg/n.a.;2.012,00;213BG020
278.421;0;Reg/Neg/n.a.;2.012,00;195BG008
278.433;0,01;Reg/Neg/n.a.;2.012,00;158BG010
278.438;0,01;Reg/Neg/n.a.;2.012,00;234BG010
278.444;0,02;Reg/Neg/n.a.;2.012,00;175BG029
278.467;0,01;Reg/Neg/n.a.;2.012,00;122BG008
278.470;0,01;Reg/Neg/n.a.;2.012,00;122BG009
278.475;0,02;Reg/Neg/n.a.;2.012,00;122BG005
278.481;0,02;Reg/Neg/n.a.;2.012,00;122BG001
278.487;0,02;Reg/Neg/n.a.;2.012,00;122BG011
278.496;0,02;Reg/Neg/n.a.;2.012,00;122BG012
278.500;0;Reg/Neg/n.a.;2.012,00;079BG015
278.508;0,02;Reg/Neg/n.a.;2.012,00;079BG022
278.514;0,01;Reg/Neg/n.a.;2.012,00;219BG018
278.525;0;Reg/Neg/n.a.;2.012,00;219BG081
278.529;0,02;Reg/Neg/n.a.;2.012,00;219BG071
278.535;0,01;Reg/Neg/n.a.;2.012,00;133BG035
278.538;0,02;Reg/Neg/n.a.;2.012,00;113BG008
278.540;0,02;Reg/Neg/n.a.;2.015,00;187BG003
278.545;0,15;Irr/Pos;2.012,00;183BG025
278.549;0,01;Reg/Neg/n.a.;2.012,00;183BG043
278.554;0,01;Reg/Neg/n.a.;2.012,00;183BG047
278.560;0;Reg/Neg/n.a.;2.015,00;077BG013
278.565;0,02;Reg/Neg/n.a.;2.012,00;183BG040
278.571;0,01;Reg/Neg/n.a.;2.012,00;183BG036
278.573;0,02;Reg/Neg/n.a.;2.015,00;071BG004
278.574;0,08;Irr/Pos;2.012,00;025BG026
278.575;0,01;Reg/Neg/n.a.;2.012,00;026BG039
278.580;0;Reg/Neg/n.a.;2.012,00;204BG124
278.582;0;Reg/Neg/n.a.;2.012,00;001BG034
278.585;0;Reg/Neg/n.a.;2.015,00;106BG008
278.601;0,04;Reg/Neg/n.a.;2.015,00;076BG021
278.618;0,1;Irr/Pos;2.015,00;025BG012
278.626;0,03;Reg/Neg/n.a.;2.015,00;162BG009
278.637;0,01;Reg/Neg/n.a.;2.015,00;162BG011
278.652;0;Reg/Neg/n.a.;2.015,00;204BG028
278.683;0,02;Reg/Neg/n.a.;2.015,00;018BG001
278.696;0,01;Reg/Neg/n.a.;2.015,00;043BG018
278.980;0,01;Reg/Neg/n.a.;2.011,00;053BG060
278.997;0;Reg/Neg/n.a.;2.011,00;053BG008
279.001;0;Reg/Neg/n.a.;2.011,00;142BG017
279.004;0,01;Reg/Neg/n.a.;2.011,00;053BG046
279.011;0;Reg/Neg/n.a.;2.011,00;219BG056
279.015;0;Reg/Neg/n.a.;2.011,00;142BG004
279.015;0,01;Reg/Neg/n.a.;2.013,00;223BG030
279.019;0;Reg/Neg/n.a.;2.011,00;026BG026
279.022;0;Reg/Neg/n.a.;2.011,00;102BG017
279.024;0;Reg/Neg/n.a.;2.011,00;102BG031
279.026;0;Reg/Neg/n.a.;2.011,00;110BG011
279.028;0,02;Reg/Neg/n.a.;2.011,00;191BG016
279.952;0,01;Reg/Neg/n.a.;2.011,00;199BG015
279.957;0;Reg/Neg/n.a.;2.011,00;038BG011
279.981;0;Reg/Neg/n.a.;2.011,00;038BG002
280.137;0,02;Reg/Neg/n.a.;2.011,00;245BG013
280.154;0,01;Reg/Neg/n.a.;2.011,00;245BG029
280.235;0;Reg/Neg/n.a.;2.011,00;245BG006
280.238;0,01;Reg/Neg/n.a.;2.011,00;245BG002
280.245;0;Reg/Neg/n.a.;2.011,00;245BG003
280.250;0;Reg/Neg/n.a.;2.011,00;245BG010
280.286;0,02;Reg/Neg/n.a.;2.011,00;245BG007
280.294;0,03;Reg/Neg/n.a.;2.011,00;245BG035
280.353;0;Reg/Neg/n.a.;2.011,00;245BG025
280.590;0;Reg/Neg/n.a.;2.013,00;230BG010
280.752;0;Reg/Neg/n.a.;2.011,00;245BG024
280.755;0;Reg/Neg/n.a.;2.011,00;245BG011
280.766;0;Reg/Neg/n.a.;2.011,00;188BG029
280.785;0;Reg/Neg/n.a.;2.011,00;027BG001
280.794;0,01;Reg/Neg/n.a.;2.011,00;245BG026
280.806;0;Reg/Neg/n.a.;2.011,00;222BG001
280.819;0;Reg/Neg/n.a.;2.011,00;245BG041
280.823;0,01;Reg/Neg/n.a.;2.011,00;222BG031
280.828;0,02;Reg/Neg/n.a.;2.011,00;222BG045
280.832;0,01;Reg/Neg/n.a.;2.011,00;101BG010
280.837;0,01;Reg/Neg/n.a.;2.011,00;101BG019
280.844;0;Reg/Neg/n.a.;2.011,00;219BG081
280.852;0;Reg/Neg/n.a.;2.011,00;019BG012
280.857;0;Reg/Neg/n.a.;2.011,00;101BG015
280.860;0,01;Reg/Neg/n.a.;2.011,00;101BG008
280.867;0,01;Reg/Neg/n.a.;2.011,00;096BG008
